0.0000000000	 -0.9149242814	 -2.0000000000 0.0850757186 
0.2000000000	 -0.7082302760	 -1.8317079100 0.2076236790 
0.4000000000	 -0.4520047221	 -1.4231165505 0.2595535532 
0.6000000000	 -0.2066054867	 -0.9159304550 0.2513597408 
0.8000000000	 -0.0131467183	 -0.4287760792 0.2012413213 
1.0000000000	 0.1083956042	 -0.0426888458 0.1297400271 
1.2000000000	 0.1567266767	 0.2025410430 0.0554561552 
1.4000000000	 0.1441138540	 0.3036274219 -0.0076998570 
1.6000000000	 0.0902906483	 0.2839040223 -0.0516613628 
1.8000000000	 0.0167620330	 0.1815331412 -0.0740045376 
2.0000000000	 -0.0575778574	 0.0384545906 -0.0768051527 
2.2000000000	 -0.1191020409	 -0.1081687784 -0.0650176516 
2.4000000000	 -0.1603969112	 -0.2312011291 -0.0447963466 
2.6000000000	 -0.1798178356	 -0.3154917630 -0.0220719541 
2.8000000000	 -0.1801326250	 -0.3571366380 -0.0015643060 
3.0000000000	 -0.1667586285	 -0.3609482318 0.0137154874 
3.2000000000	 -0.1460275218	 -0.3370983187 0.0225216376 
3.4000000000	 -0.1237825047	 -0.2977689207 0.0251019557 
3.6000000000	 -0.1044654275	 -0.2544056798 0.0227374124 
3.8000000000	 -0.0907179575	 -0.2158901539 0.0172271194 
4.0000000000	 -0.0834213717	 -0.1876930671 0.0104251618 
4.2000000000	 -0.0820421350	 -0.1718780097 0.0038968699 
4.4000000000	 -0.0851333877	 -0.1677110171 -0.0012778791 
4.6000000000	 -0.0908573159	 -0.1725936683 -0.0045604818 
4.8000000000	 -0.0974283000	 -0.1830606981 -0.0058979510 
5.0000000000	 -0.1034196929	 -0.1956459065 -0.0055967397 
5.2000000000	 -0.1079180245	 -0.2074998885 -0.0041680802 
5.4000000000	 -0.1105405610	 -0.2167207209 -0.0021802005 
5.6000000000	 -0.1113522053	 -0.2224210244 -0.0001416931 
5.8000000000	 -0.1107255514	 -0.2245950638 0.0015719805 
6.0000000000	 -0.1091855941	 -0.2238669096 0.0027478607 
6.2000000000	 -0.1072714716	 -0.2211986364 0.0033278466 
6.4000000000	 -0.1054352716	 -0.2176219998 0.0033757283 
6.6000000000	 -0.1039855147	 -0.2140346569 0.0030318137 
6.8000000000	 -0.1030726987	 -0.2110787198 0.0024666612 
7.0000000000	 -0.1027074564	 -0.2090996624 0.0018423749 
7.2000000000	 -0.1027987126	 -0.2081698561 0.0012862154 
7.4000000000	 -0.1031992343	 -0.2081540043 0.0008777679 
7.6000000000	 -0.1037482482	 -0.2087928043 0.0006481539 
7.8000000000	 -0.1043042890	 -0.2097847046 0.0005880632 
8.0000000000	 -0.1047651561	 -0.2108517393 0.0006607135 
8.2000000000	 -0.1050750786	 -0.2117822803 0.0008160615 
8.4000000000	 -0.1052214617	 -0.2124497101 0.0010033934 
8.6000000000	 -0.1052247854	 -0.2128105958 0.0011805125 
8.8000000000	 -0.1051254387	 -0.2128885682 0.0013188454 
9.0000000000	 -0.1049707377	 -0.2127508784 0.0014047015 
9.2000000000	 -0.1048044159	 -0.2124839071 0.0014375377 
9.4000000000	 -0.1046597705	 -0.2121722905 0.0014263747 
9.6000000000	 -0.1045566534	 -0.2118843438 0.0013855185 
9.8000000000	 -0.1045017458	 -0.2116645726 0.0013305405 
10.0000000000	 -0.1044911286	 -0.2115325733 0.0012751580 
10.2000000000	 -0.1045140253	 -0.2114866866 0.0012293180 
10.4000000000	 -0.1045567082	 -0.2115103893 0.0011984864 
10.6000000000	 -0.1046058180	 -0.2115795003 0.0011839322 
10.8000000000	 -0.1046506646	 -0.2116686851 0.0011836780 
11.0000000000	 -0.1046843890	 -0.2117562992 0.0011937606 
11.2000000000	 -0.1047041014	 -0.2118271857 0.0012094915 
11.4000000000	 -0.1047102646	 -0.2118735147 0.0012264928 
11.6000000000	 -0.1047056500	 -0.2118940763 0.0012413882 
11.8000000000	 -0.1046941770	 -0.2118925980 0.0012521220 
