0.0000000000 	 1.0000000000 	 7.2865873083 	 0.0046778146 	 -0.0000000000 
0.5000000000 	 0.9851437102 	 6.4284515467 	 0.0046083196 	 -0.0000000000 
1.0000000000 	 0.9425890428 	 5.1616178622 	 0.0044092568 	 -0.0000000000 
1.5000000000 	 0.8756809543 	 3.9073521206 	 0.0040962731 	 -0.0000000000 
2.0000000000 	 0.7890639663 	 2.7932846168 	 0.0036910949 	 -0.0000000000 
2.5000000000 	 0.6882258060 	 1.8696430574 	 0.0032193927 	 -0.0000000000 
3.0000000000 	 0.5791111758 	 1.1515285371 	 0.0027089747 	 -0.0000000000 
3.5000000000 	 0.4678433379 	 0.6872103141 	 0.0021884844 	 -0.0000000000 
4.0000000000 	 0.3602599466 	 0.5006508901 	 0.0016852292 	 -0.0000000000 
4.5000000000 	 0.2616265927 	 0.5719162475 	 0.0012238407 	 -0.0000000000 
5.0000000000 	 0.1762410123 	 0.8147101673 	 0.0008244228 	 -0.0000000000 
5.5000000000 	 0.1070210771 	 0.8132684327 	 0.0005006248 	 -0.0000000000 
6.0000000000 	 0.0549855495 	 0.7707072729 	 0.0002572122 	 -0.0000000000 
6.5000000000 	 0.0198649072 	 0.7597345302 	 0.0000929244 	 -0.0000000000 
7.0000000000 	 0.0004172313 	 0.7667019170 	 0.0000019518 	 0.0000000000 
7.5000000000 	 -0.0053934031 	 0.7942405462 	 -0.0000252293 	 0.0000000000 
8.0000000000 	 -0.0002163436 	 0.8424377570 	 -0.0000010120 	 0.0000000000 
8.5000000000 	 0.0128944660 	 0.9104314420 	 0.0000603180 	 0.0000000000 
9.0000000000 	 0.0307218519 	 0.9935810376 	 0.0001437112 	 -0.0000000000 
9.5000000000 	 0.0501044076 	 1.0871111340 	 0.0002343792 	 -0.0000000000 
10.0000000000 	 0.0681258378 	 1.1859382182 	 0.0003186801 	 -0.0000000000 
10.5000000000 	 0.0823163022 	 1.2825621250 	 0.0003850604 	 -0.0000000000 
11.0000000000 	 0.0907609108 	 1.3714587870 	 0.0004245627 	 -0.0000000000 
11.5000000000 	 0.0921352331 	 1.4491308834 	 0.0004309916 	 -0.0000000000 
12.0000000000 	 0.0857192843 	 1.5125563270 	 0.0004009789 	 -0.0000000000 
12.5000000000 	 0.0714617965 	 1.5598666776 	 0.0003342851 	 -0.0000000000 
13.0000000000 	 0.0498819565 	 1.5899369849 	 0.0002333386 	 -0.0000000000 
13.5000000000 	 0.0220155728 	 1.6030046398 	 0.0001029848 	 -0.0000000000 
14.0000000000 	 -0.0107134735 	 1.5998195258 	 -0.0000501156 	 -0.0000000000 
14.5000000000 	 -0.0465848850 	 1.5819530770 	 -0.0002179154 	 -0.0000000000 
15.0000000000 	 -0.0837949354 	 1.5512836998 	 -0.0003919771 	 -0.0000000000 
15.5000000000 	 -0.1205816699 	 1.5102891099 	 -0.0005640587 	 -0.0000000000 
16.0000000000 	 -0.1553440093 	 1.4613740726 	 -0.0007266704 	 -0.0000000000 
16.5000000000 	 -0.1867352822 	 1.4069519340 	 -0.0008735130 	 -0.0000000000 
17.0000000000 	 -0.2137830821 	 1.3492882745 	 -0.0010000376 	 -0.0000000000 
17.5000000000 	 -0.2359353075 	 1.2904572837 	 -0.0011036616 	 0.0000000000 
18.0000000000 	 -0.2530239961 	 1.2321547799 	 -0.0011835993 	 0.0000000000 
18.5000000000 	 -0.2652561797 	 1.1756875183 	 -0.0012408192 	 0.0000000000 
19.0000000000 	 -0.2731604038 	 1.1221359065 	 -0.0012777937 	 0.0000000000 
19.5000000000 	 -0.2775253868 	 1.0722782044 	 -0.0012982123 	 0.0000000000 
20.0000000000 	 -0.2792588536 	 1.0267139260 	 -0.0013063211 	 0.0000000000 
20.5000000000 	 -0.2793161784 	 0.9858632783 	 -0.0013065892 	 0.0000000000 
21.0000000000 	 -0.2785901927 	 0.9501331954 	 -0.0013031932 	 0.0000000000 
21.5000000000 	 -0.2778415406 	 0.9199490454 	 -0.0012996912 	 0.0000000000 
22.0000000000 	 -0.2776191589 	 0.8957674245 	 -0.0012986509 	 0.0000000000 
22.5000000000 	 -0.2782284247 	 0.8780890232 	 -0.0013015009 	 0.0000000000 
23.0000000000 	 -0.2797168261 	 0.8674533370 	 -0.0013084634 	 0.0000000000 
23.5000000000 	 -0.2818828919 	 0.8644702400 	 -0.0013185959 	 0.0000000000 
24.0000000000 	 -0.2843383333 	 0.8696299836 	 -0.0013300820 	 0.0000000000 
24.5000000000 	 -0.2865454188 	 0.8832492582 	 -0.0013404063 	 0.0000000000 
25.0000000000 	 -0.2879052831 	 0.9055092934 	 -0.0013467675 	 0.0000000000 
25.5000000000 	 -0.2878197963 	 0.9362595679 	 -0.0013463676 	 0.0000000000 
26.0000000000 	 -0.2858015216 	 0.9749938368 	 -0.0013369265 	 0.0000000000 
26.5000000000 	 -0.2815137233 	 1.0206423798 	 -0.0013168690 	 0.0000000000 
27.0000000000 	 -0.2748282841 	 1.0720099325 	 -0.0012855957 	 0.0000000000 
27.5000000000 	 -0.2658529795 	 1.1272325475 	 -0.0012436109 	 -0.0000000000 
28.0000000000 	 -0.2549431085 	 1.1843052042 	 -0.0011925765 	 -0.0000000000 
28.5000000000 	 -0.2426831232 	 1.2406805869 	 -0.0011352266 	 -0.0000000000 
29.0000000000 	 -0.2298124003 	 1.2941506910 	 -0.0010750198 	 -0.0000000000 
29.5000000000 	 -0.2171931940 	 1.3420584592 	 -0.0010159894 	 -0.0000000000 
30.0000000000 	 -0.2057012140 	 1.3822888647 	 -0.0009622321 	 -0.0000000000 
30.5000000000 	 -0.1961841755 	 1.4127045813 	 -0.0009177132 	 -0.0000000000 
31.0000000000 	 -0.1893084128 	 1.4320715796 	 -0.0008855496 	 -0.0000000000 
31.5000000000 	 -0.1855435953 	 1.4392730452 	 -0.0008679385 	 -0.0000000000 
32.0000000000 	 -0.1850534977 	 1.4342288759 	 -0.0008656459 	 -0.0000000000 
32.5000000000 	 -0.1877255695 	 1.4172808594 	 -0.0008781454 	 -0.0000000000 
33.0000000000 	 -0.1930770208 	 1.3896750664 	 -0.0009031785 	 -0.0000000000 
