-16.933143 76
-16.834411 76
-16.735679 76
-16.636947 76
-16.538216 76
-16.439484 76
-16.340752 76
-16.24202 76
-16.143288 76
-16.044556 76
-15.945825 76
-15.847093 76
-15.748361 76
-15.649629 76
-15.550897 76
-15.452165 76
-15.353434 76
-15.254702 76
-15.15597 76
-15.057238 76
-14.958506 76
-14.859774 76
-14.761043 76
-14.662311 76
-14.563579 76
-14.464847 76
-14.366115 76
-14.267383 76
-14.168652 76
-14.06992 76
-13.971188 76
-13.872456 76.333333
-13.773724 76.333333
-13.674992 76.333333
-13.576261 76.333333
-13.477529 76.333333
-13.378797 76.333333
-13.280065 76.333333
-13.181333 76.333333
-13.082601 76.333333
-12.98387 76.333333
-12.885138 76.333333
-12.786406 76.333333
-12.687674 76.333333
-12.588942 76.333333
-12.490211 76.333333
-12.391479 76.333333
-12.292747 76.333333
-12.194015 76.333333
-12.095283 76.333333
-11.996551 76.333333
-11.89782 76.333333
-11.799088 76.333333
-11.700356 76.333333
-11.601624 76.333333
-11.502892 76.333333
-11.40416 76.666667
-11.305429 76.666667
-11.206697 76.666667
-11.107965 76.666667
-11.009233 76.666667
-10.910501 76.666667
-10.811769 76.666667
-10.713038 76.666667
-10.614306 76.666667
-10.515574 76.666667
-10.416842 76.666667
-10.31811 76.666667
-10.219378 76.666667
-10.120647 76.666667
-10.021915 76.666667
-9.9231829 77
-9.8244511 77
-9.7257193 77
-9.6269875 77
-9.5282556 77
-9.4295238 77
-9.330792 77
-9.2320601 77
-9.1333283 77
-9.0345965 77
-8.9358646 77.333333
-8.8371328 77.333333
-8.738401 77.333333
-8.6396692 77.333333
-8.5409373 77.333333
-8.4422055 77.333333
-8.3434737 77.333333
-8.2447418 77.333333
-8.14601 77.666667
-8.0472782 77.666667
-7.9485464 77.666667
-7.8498145 77.666667
-7.7510827 77.666667
-7.6523509 77.666667
-7.553619 78
-7.4548872 78
-7.3561554 78
-7.2574235 78
-7.1586917 78
-7.0599599 78.333333
-6.9612281 78.333333
-6.8624962 78.333333
-6.7637644 78.666667
-6.6650326 78.666667
-6.5663007 78.666667
-6.4675689 78.666667
-6.3688371 79
-6.2701053 79
-6.1713734 79
-6.0726416 79.333333
-5.9739098 79.333333
-5.8751779 79.666667
-5.7764461 79.666667
-5.6777143 80
-5.5789824 80
-5.4802506 80.333333
-5.3815188 80.333333
-5.282787 80.666667
-5.1840551 80.666667
-5.0853233 81
-4.9865915 81.333333
-4.8878596 81.333333
-4.7891278 81.666667
-4.690396 82
-4.5916642 82.333333
-4.4929323 82.666667
-4.3942005 83
-4.2954687 83.333333
-4.1967368 83.666667
-4.098005 84.333333
-3.9992732 84.666667
-3.9005413 85.333333
-3.8018095 85.666667
-3.7030777 86.333333
-3.6043459 87
-3.505614 88
-3.4068822 88.666667
-3.3081504 89.666667
-3.2094185 90.666667
-3.1106867 92
-3.0119549 93.333333
-2.9132231 94.666667
-2.8144912 96.333333
-2.7157594 98.333333
-2.6170276 100.66667
