-16.402648 0.0031288034
-16.109743 0.0032536294
-15.816839 0.003387168
-15.523935 0.0035282181
-15.23103 0.0036758102
-14.938126 0.0038310375
-14.645221 0.0039967666
-14.352317 0.0041753853
-14.059413 0.0043669886
-13.766508 0.0045701237
-13.473604 0.0047844877
-13.180699 0.005012695
-12.887795 0.0052590211
-12.59489 0.0055262922
-12.301986 0.0058143301
-12.009082 0.0061219273
-11.716177 0.0064504779
-11.423273 0.0068052958
-11.130368 0.0071928976
-10.837464 0.0076170042
-10.544559 0.0080778235
-10.251655 0.008575915
-9.9587505 0.0091167922
-9.6658461 0.0097111063
-9.3729417 0.010369796
-9.0800372 0.011099431
-8.7871328 0.011903495
-8.4942284 0.012789232
-8.201324 0.013773105
-7.9084195 0.014878679
-7.6155151 0.016128908
-7.3226107 0.017542021
-7.0297063 0.01913764
-6.7368018 0.020948888
-6.4438974 0.023028744
-6.150993 0.025444395
-5.8580885 0.028267931
-5.5651841 0.031579408
-5.2722797 0.035488521
-4.9793753 0.040162468
-4.6864708 0.045842194
-4.3935664 0.05284855
-4.100662 0.061608044
-3.8077576 0.072733924
-3.5148531 0.087172726
-3.2219487 0.10639765
-2.9290443 0.13263214
-2.6361398 0.16909175
-2.3432354 0.22013643
-2.050331 0.2909609
-1.7574266 0.38619054
-1.4645221 0.50694941
-1.1716177 0.64701374
-0.87871328 0.79020211
-0.58580885 0.9118433
-0.29290443 0.98561089
0 0.99347248
0.29290443 0.93350174
0.58580885 0.82076501
0.87871328 0.68067887
1.1716177 0.53896517
1.4645221 0.41381262
1.7574266 0.31335105
2.050331 0.23770407
2.3432354 0.18278956
2.6361398 0.14346248
2.9290443 0.11517096
3.2219487 0.094458715
3.5148531 0.078915572
3.8077576 0.066954529
4.100662 0.05755965
4.3935664 0.050062336
4.6864708 0.043987223
4.9793753 0.038979632
5.2722797 0.034784567
5.5651841 0.031232373
5.8580885 0.028209397
6.150993 0.025624735
6.4438974 0.023393841
6.7368018 0.021443321
7.0297063 0.019721629
7.3226107 0.018198893
7.6155151 0.016854417
7.9084195 0.015664271
8.201324 0.014600085
8.4942284 0.013637416
8.7871328 0.01276271
9.0800372 0.011971046
9.3729417 0.011257576
9.6658461 0.01061188
9.9587505 0.010020399
10.251655 0.0094732069
10.544559 0.00896736
10.837464 0.0085035121
11.130368 0.0080798881
11.423273 0.0076900491
11.716177 0.0073263069
12.009082 0.0069845914
12.301986 0.0066654789
12.59489 0.0063706027

