-13.1647 72.6
-11.0647 81.4
-8.9647 67.6
-6.8647 34.2
-5.8147 49.2
-4.7647 72.4
-3.7147 166.2
-2.6647 275.4
-1.6147 438.56
-0.5647 528.4
0.4853 520
1.5353 428
2.5853 259.2
3.6353 158.6
4.6853 62.4
5.7353 81.6
7.8353 80
9.9353 45.8

