-16.402648 38.333333
-16.109743 39
-15.816839 39.333333
-15.523935 40
-15.23103 40.333333
-14.938126 41
-14.645221 41.333333
-14.352317 42
-14.059413 42.666667
-13.766508 43
-13.473604 43.666667
-13.180699 44
-12.887795 44.666667
-12.59489 45.333333
-12.301986 45.666667
-12.009082 46.333333
-11.716177 47
-11.423273 47.666667
-11.130368 48.333333
-10.837464 49
-10.544559 49.666667
-10.251655 50.333333
-9.9587505 51
-9.6658461 51.666667
-9.3729417 52.333333
-9.0800372 53.333333
-8.7871328 54
-8.4942284 55
-8.201324 56
-7.9084195 57
-7.6155151 58.333333
-7.3226107 59.666667
-7.0297063 61
-6.7368018 62.666667
-6.4438974 64.333333
-6.150993 66.333333
-5.8580885 68.666667
-5.5651841 71.333333
-5.2722797 74.666667
-4.9793753 79
-4.6864708 84.333333
-4.3935664 91.333333
-4.100662 100.66667
-3.8077576 113
-3.5148531 130
-3.2219487 152.33333
-2.9290443 181
-2.6361398 216.66667
-2.3432354 260
-2.050331 310
-1.7574266 365.66667
-1.4645221 423.66667
-1.1716177 480
-0.87871328 529.33333
-0.58580885 566.33333
-0.29290443 587
0 589
0.29290443 572.33333
0.58580885 538.66667
0.87871328 491.66667
1.1716177 437
1.4645221 379.66667
1.7574266 324
2.050331 273
2.3432354 229
2.6361398 192.66667
2.9290443 163.33333
3.2219487 140.66667
3.5148531 123.66667
3.8077576 111.33333
4.100662 102
4.3935664 95.333333
4.6864708 90.666667
4.9793753 87
5.2722797 84.333333
5.5651841 82.333333
5.8580885 80.666667
6.150993 79.333333
6.4438974 78.333333
6.7368018 77.333333
7.0297063 76.666667
7.3226107 76
7.6155151 75.666667
7.9084195 75.333333
8.201324 75
8.4942284 74.666667
8.7871328 74.666667
9.0800372 74.333333
9.3729417 74.333333
9.6658461 74.333333
9.9587505 74.333333
10.251655 74.333333
10.544559 74.333333
10.837464 74.333333
11.130368 74.666667
11.423273 74.666667
11.716177 74.666667
12.009082 75
12.301986 75
12.59489 75.333333

