-16.522394 237
-16.489484 237
-16.456573 237
-16.423662 237
-16.390752 237
-16.357841 237
-16.324931 237
-16.29202 237
-16.259109 237
-16.226199 237
-16.193288 237
-16.160378 237
-16.127467 237
-16.094556 237
-16.061646 237
-16.028735 237
-15.995825 237
-15.962914 237
-15.930003 237
-15.897093 237
-15.864182 237
-15.831271 237
-15.798361 237
-15.76545 237
-15.73254 237
-15.699629 237
-15.666718 237
-15.633808 237
-15.600897 237
-15.567987 237
-15.535076 237
-15.502165 237
-15.469255 237
-15.436344 237
-15.403434 237
-15.370523 237
-15.337612 237
-15.304702 237
-15.271791 237
-15.238881 237
-15.20597 237
-15.173059 237
-15.140149 237
-15.107238 237
-15.074327 237
-15.041417 237
-15.008506 237
-14.975596 237
-14.942685 237
-14.909774 237
-14.876864 237
-14.843953 237
-14.811043 237
-14.778132 237.33333
-14.745221 237.33333
-14.712311 237.33333
-14.6794 237.33333
-14.64649 237.33333
-14.613579 237.33333
-14.580668 237.33333
-14.547758 237.33333
-14.514847 237.33333
-14.481936 237.33333
-14.449026 237.33333
-14.416115 237.33333
-14.383205 237.33333
-14.350294 237.33333
-14.317383 237.33333
-14.284473 237.33333
-14.251562 237.33333
-14.218652 237.33333
-14.185741 237.33333
-14.15283 237.33333
-14.11992 237.33333
-14.087009 237.33333
-14.054099 237.33333
-14.021188 237.33333
-13.988277 237.33333
-13.955367 237.33333
-13.922456 237.33333
-13.889546 237.33333
-13.856635 237.33333
-13.823724 237.33333
-13.790814 237.33333
-13.757903 237.33333
-13.724992 237.33333
-13.692082 237.33333
-13.659171 237.33333
-13.626261 237.33333
-13.59335 237.33333
-13.560439 237.33333
-13.527529 237.33333
-13.494618 237.33333
-13.461708 237.33333
-13.428797 237.33333
-13.395886 237.33333
-13.362976 237.33333
-13.330065 237.33333
-13.297155 237.33333
-13.264244 237.33333
-13.231333 237.33333
-13.198423 237.33333
-13.165512 237.33333
-13.132601 237.33333
-13.099691 237.33333
-13.06678 237.33333
-13.03387 237.33333
-13.000959 237.66667
-12.968048 237.66667
-12.935138 237.66667
-12.902227 237.66667
-12.869317 237.66667
-12.836406 237.66667
-12.803495 237.66667
-12.770585 237.66667
-12.737674 237.66667
-12.704764 237.66667
-12.671853 237.66667
-12.638942 237.66667
-12.606032 237.66667
-12.573121 237.66667
-12.540211 237.66667
-12.5073 237.66667
-12.474389 237.66667
-12.441479 237.66667
-12.408568 237.66667
-12.375657 237.66667
-12.342747 237.66667
-12.309836 237.66667
-12.276926 237.66667
-12.244015 237.66667
-12.211104 237.66667
-12.178194 237.66667
-12.145283 237.66667
-12.112373 237.66667
-12.079462 237.66667
-12.046551 237.66667
