-1.5000000000 	 0.5009896008 	 1.2899223879 
-1.4970000000 	 0.5002629836 	 1.2925208682 
-1.4940000000 	 0.4995409700 	 1.2953710989 
-1.4910000000 	 0.4987204935 	 1.2985302557 
-1.4880000000 	 0.4980283501 	 1.3022095536 
-1.4850000000 	 0.4978770545 	 1.3062034047 
-1.4820000000 	 0.4982396510 	 1.3100194257 
-1.4790000000 	 0.4987243822 	 1.3135476275 
-1.4760000000 	 0.4992569788 	 1.3170496531 
-1.4730000000 	 0.5001164184 	 1.3204744646 
-1.4700000000 	 0.5012315182 	 1.3233817359 
-1.4670000000 	 0.5020361237 	 1.3256775297 
-1.4640000000 	 0.5022126918 	 1.3278654307 
-1.4610000000 	 0.5020559406 	 1.3303512009 
-1.4580000000 	 0.5018712133 	 1.3330085692 
-1.4550000000 	 0.5015308602 	 1.3356888689 
-1.4520000000 	 0.5009356126 	 1.3386394076 
-1.4490000000 	 0.5004187818 	 1.3420436136 
-1.4460000000 	 0.5002718703 	 1.3455943782 
-1.4430000000 	 0.5002669362 	 1.3489674453 
-1.4400000000 	 0.5001047164 	 1.3523556807 
-1.4370000000 	 0.4999980545 	 1.3560611938 
-1.4340000000 	 0.5003112088 	 1.3598691227 
-1.4310000000 	 0.5008949185 	 1.3633525233 
-1.4280000000 	 0.5013240549 	 1.3665659794 
-1.4250000000 	 0.5016011277 	 1.3698803641 
-1.4220000000 	 0.5020554690 	 1.3732885151 
-1.4190000000 	 0.5026667172 	 1.3764587823 
-1.4160000000 	 0.5030868092 	 1.3793983697 
-1.4130000000 	 0.5033025987 	 1.3824565510 
-1.4100000000 	 0.5036692816 	 1.3856503519 
-1.4070000000 	 0.5042191505 	 1.3885868054 
-1.4040000000 	 0.5045231012 	 1.3911633482 
-1.4010000000 	 0.5043798283 	 1.3937738267 
-1.3980000000 	 0.5040768686 	 1.3966505932 
-1.3950000000 	 0.5037642397 	 1.3995733259 
-1.3920000000 	 0.5031449386 	 1.4024892035 
-1.3890000000 	 0.5021165910 	 1.4058644810 
-1.3860000000 	 0.5012145706 	 1.4100294347 
-1.3830000000 	 0.5010015356 	 1.4146129197 
-1.3800000000 	 0.5014093627 	 1.4190342991 
-1.3770000000 	 0.5020828124 	 1.4231692746 
-1.3740000000 	 0.5029700328 	 1.4271073710 
-1.3710000000 	 0.5040859269 	 1.4306553416 
-1.3680000000 	 0.5050493306 	 1.4336425814 
-1.3650000000 	 0.5054594314 	 1.4364432231 
-1.3620000000 	 0.5055372030 	 1.4395942862 
-1.3590000000 	 0.5058207033 	 1.4430420472 
-1.3560000000 	 0.5063570124 	 1.4463227532 
-1.3530000000 	 0.5067658048 	 1.4493621861 
-1.3500000000 	 0.5069994457 	 1.4524894713 
-1.3470000000 	 0.5073977921 	 1.4557092223 
-1.3440000000 	 0.5079686244 	 1.4586151302 
-1.3410000000 	 0.5082549430 	 1.4611141477 
-1.3380000000 	 0.5080541862 	 1.4636223093 
-1.3350000000 	 0.5076773333 	 1.4663708439 
-1.3320000000 	 0.5072915362 	 1.4690986295 
-1.3290000000 	 0.5065766886 	 1.4716769222 
-1.3260000000 	 0.5053230626 	 1.4744888978 
-1.3230000000 	 0.5038499022 	 1.4778653361 
-1.3200000000 	 0.5024852233 	 1.4816381627 
-1.3170000000 	 0.5011142772 	 1.4856228142 
-1.3140000000 	 0.4996541961 	 1.4900662127 
-1.3110000000 	 0.4985244924 	 1.4951502519 
-1.3080000000 	 0.4981337826 	 1.5004513513 
-1.3050000000 	 0.4982404547 	 1.5054244447 
-1.3020000000 	 0.4983524261 	 1.5101242335 
-1.2990000000 	 0.4984796757 	 1.5149132547 
-1.2960000000 	 0.4989311396 	 1.5197240556 
-1.2930000000 	 0.4996051700 	 1.5242119813 
-1.2900000000 	 0.5001191524 	 1.5284525432 
-1.2870000000 	 0.5005188672 	 1.5328321496 
-1.2840000000 	 0.5012041514 	 1.5373127537 
-1.2810000000 	 0.5021691323 	 1.5414527458 
-1.2780000000 	 0.5029578441 	 1.5451775676 
-1.2750000000 	 0.5034285225 	 1.5488886171 
-1.2720000000 	 0.5039150095 	 1.5527147023 
-1.2690000000 	 0.5044882346 	 1.5563099128 
-1.2660000000 	 0.5047097384 	 1.5595963180 
-1.2630000000 	 0.5043815927 	 1.5630762162 
-1.2600000000 	 0.5039449239 	 1.5670970773 
-1.2570000000 	 0.5037961033 	 1.5713719986 
-1.2540000000 	 0.5037606811 	 1.5755922235 
-1.2510000000 	 0.5036516640 	 1.5799635162 
-1.2480000000 	 0.5038133997 	 1.5846621986 
-1.2450000000 	 0.5045695680 	 1.5892464115 
-1.2420000000 	 0.5055448172 	 1.5931920360 
-1.2390000000 	 0.5061264912 	 1.5966689215 
-1.2360000000 	 0.5062965355 	 1.6002006674 
-1.2330000000 	 0.5064129609 	 1.6038399820 
-1.2300000000 	 0.5064306926 	 1.6073080900 
-1.2270000000 	 0.5060090260 	 1.6107351182 
-1.2240000000 	 0.5052457690 	 1.6145672099 
-1.2210000000 	 0.5046130190 	 1.6188150154 
-1.2180000000 	 0.5041896532 	 1.6230685740 
-1.2150000000 	 0.5036209116 	 1.6272666469 
-1.2120000000 	 0.5028825268 	 1.6317857927 
-1.2090000000 	 0.5024155555 	 1.6366775322 
-1.2060000000 	 0.5023631997 	 1.6414797292 
-1.2030000000 	 0.5023201998 	 1.6459692589 
-1.2000000000 	 0.5020593228 	 1.6504692027 
-1.1970000000 	 0.5018788023 	 1.6551518984 
-1.1940000000 	 0.5019212527 	 1.6596598651 
-1.1910000000 	 0.5017503145 	 1.6637851322 
-1.1880000000 	 0.5010212068 	 1.6679610753 
-1.1850000000 	 0.5000510449 	 1.6726304122 
-1.1820000000 	 0.4992544454 	 1.6776154688 
-1.1790000000 	 0.4984885474 	 1.6826124874 
-1.1760000000 	 0.4975020541 	 1.6878531664 
-1.1730000000 	 0.4966164081 	 1.6936755485 
-1.1700000000 	 0.4963185078 	 1.6997934037 
-1.1670000000 	 0.4964652565 	 1.7056512649 
-1.1640000000 	 0.4965523820 	 1.7112689304 
-1.1610000000 	 0.4965723107 	 1.7170706357 
-1.1580000000 	 0.4969265415 	 1.7230445424 
-1.1550000000 	 0.4976130529 	 1.7287734045 
-1.1520000000 	 0.4982207447 	 1.7342267483 
-1.1490000000 	 0.4987165006 	 1.7397946139 
-1.1460000000 	 0.4995112296 	 1.7454911529 
-1.1430000000 	 0.5006464799 	 1.7508431330 
-1.1400000000 	 0.5016213283 	 1.7557166579 
-1.1370000000 	 0.5022183429 	 1.7605617884 
-1.1340000000 	 0.5028175860 	 1.7656026046 
-1.1310000000 	 0.5036083725 	 1.7704624044 
-1.1280000000 	 0.5041553600 	 1.7749340603 
-1.1250000000 	 0.5041507458 	 1.7794846314 
-1.1220000000 	 0.5040039222 	 1.7845394164 
-1.1190000000 	 0.5041952105 	 1.7898100500 
-1.1160000000 	 0.5045518952 	 1.7948427832 
-1.1130000000 	 0.5046981366 	 1.7997484815 
-1.1100000000 	 0.5047565082 	 1.8048178052 
-1.1070000000 	 0.5049799186 	 1.8098473063 
-1.1040000000 	 0.5050675572 	 1.8145219086 
-1.1010000000 	 0.5045518171 	 1.8191589719 
-1.0980000000 	 0.5036277897 	 1.8243642710 
-1.0950000000 	 0.5029045257 	 1.8301375876 
-1.0920000000 	 0.5024995259 	 1.8360075619 
