#time 	S+S- 	 norm 
# 2019_08_20_13_25_44 
10.5000000000 	 0.0000000000 	          0 
11.0000000000 	 0.0006165812 	          1 
11.5000000000 	 0.0024158288 	          1 
12.0000000000 	 0.0053227720 	          1 
12.5000000000 	 0.0092630234 	          1 
13.0000000000 	 0.0141632980 	          1 
13.5000000000 	 0.0199515071 	          1 
14.0000000000 	 0.0265569205 	          1 
14.5000000000 	 0.0339103152 	          1 
15.0000000000 	 0.0419441110 	          1 
15.5000000000 	 0.0505924916 	          1 
16.0000000000 	 0.0597915140 	          1 
16.5000000000 	 0.0694792051 	          1 
17.0000000000 	 0.0795956529 	          1 
17.5000000000 	 0.0900830638 	          1 
18.0000000000 	 0.1008858368 	          1 
18.5000000000 	 0.1119506113 	          1 
19.0000000000 	 0.1232263081 	          1 
19.5000000000 	 0.1346641602 	          1 
20.0000000000 	 0.1462177347 	          1 
20.5000000000 	 0.1578429436 	          1 
21.0000000000 	 0.1695380617 	          1 
21.5000000000 	 0.1813061527 	          1 
22.0000000000 	 0.1931186217 	          1 
22.5000000000 	 0.2049430962 	          1 
23.0000000000 	 0.2167511586 	          1 
23.5000000000 	 0.2285162297 	          1 
24.0000000000 	 0.2402134633 	          1 
24.5000000000 	 0.2518196983 	          1 
25.0000000000 	 0.2633133922 	          1 
25.5000000000 	 0.2746746362 	          1 
26.0000000000 	 0.2858846265 	          1 
26.5000000000 	 0.2969259148 	          1 
27.0000000000 	 0.3077825306 	          1 
27.5000000000 	 0.3184401248 	          1 
28.0000000000 	 0.3288860165 	          1 
28.5000000000 	 0.3391090874 	          1 
29.0000000000 	 0.3490996349 	          1 
29.5000000000 	 0.3588521381 	          1 
30.0000000000 	 0.3683542011 	          1 
30.5000000000 	 0.3775984596 	          1 
31.0000000000 	 0.3865764092 	          1 
31.5000000000 	 0.3952757556 	          1 
32.0000000000 	 0.4036836852 	          1 
32.5000000000 	 0.4117880069 	          1 
33.0000000000 	 0.4195769985 	          1 
33.5000000000 	 0.4270407189 	          1 
34.0000000000 	 0.4341706419 	          1 
34.5000000000 	 0.4409589151 	          1 
35.0000000000 	 0.4473993171 	          1 
35.5000000000 	 0.4534861060 	          1 
36.0000000000 	 0.4592152098 	          1 
36.5000000000 	 0.4645829612 	          1 
37.0000000000 	 0.4695861714 	          1 
37.5000000000 	 0.4742243392 	          1 
38.0000000000 	 0.4784974295 	          1 
38.5000000000 	 0.4824076272 	          1 
39.0000000000 	 0.4859587454 	          1 
39.5000000000 	 0.4891527340 	          1 
40.0000000000 	 0.4919937823 	          1 
40.5000000000 	 0.4944865145 	          1 
41.0000000000 	 0.4966363146 	          1 
41.5000000000 	 0.4984493017 	          1 
42.0000000000 	 0.4999331818 	          1 
42.5000000000 	 0.5010953512 	          1 
43.0000000000 	 0.5019437877 	          1 
43.5000000000 	 0.5024868402 	          1 
44.0000000000 	 0.5027332413 	          1 
44.5000000000 	 0.5026924752 	          1 
45.0000000000 	 0.5023743096 	          1 
45.5000000000 	 0.5017894051 	          1 
46.0000000000 	 0.5009484160 	          1 
46.5000000000 	 0.4998631232 	          1 
47.0000000000 	 0.4985447453 	          1 
47.5000000000 	 0.4970043820 	          1 
48.0000000000 	 0.4952533487 	          1 
48.5000000000 	 0.4933032946 	          1 
49.0000000000 	 0.4911646655 	          1 
49.5000000000 	 0.4888500501 	          1 
50.0000000000 	 0.4863707382 	          1 
50.5000000000 	 0.4837391157 	          1 
51.0000000000 	 0.4809678558 	          1 
51.5000000000 	 0.4780679719 	          1 
52.0000000000 	 0.4750531626 	          1 
52.5000000000 	 0.4719301821 	          1 
53.0000000000 	 0.4687120691 	          1 
53.5000000000 	 0.4654110344 	          1 
54.0000000000 	 0.4620389552 	          1 
54.5000000000 	 0.4586082354 	          1 
55.0000000000 	 0.4551260422 	          1 
55.5000000000 	 0.4516049076 	          1 
56.0000000000 	 0.4480530373 	          1 
56.5000000000 	 0.4444811445 	          1 
57.0000000000 	 0.4409002256 	          1 
57.5000000000 	 0.4373193093 	          1 
58.0000000000 	 0.4337484215 	          1 
58.5000000000 	 0.4301956966 	          1 
59.0000000000 	 0.4266697342 	          1 
59.5000000000 	 0.4231792643 	          1 
60.0000000000 	 0.4197324473 	          1 
60.5000000000 	 0.4163365025 	          1 
61.0000000000 	 0.4129984020 	          1 
61.5000000000 	 0.4097243596 	          1 
62.0000000000 	 0.4065212474 	          1 
62.5000000000 	 0.4033953409 	          1 
63.0000000000 	 0.4003523291 	          1 
63.5000000000 	 0.3973973407 	          1 
64.0000000000 	 0.3945356770 	          1 
64.5000000000 	 0.3917720748 	          1 
65.0000000000 	 0.3891105593 	          1 
65.5000000000 	 0.3865545698 	          1 
66.0000000000 	 0.3841078937 	          1 
66.5000000000 	 0.3817737305 	          1 
67.0000000000 	 0.3795547746 	          1 
67.5000000000 	 0.3774533501 	          1 
68.0000000000 	 0.3754718359 	          1 
68.5000000000 	 0.3736117398 	          1 
69.0000000000 	 0.3718744603 	          1 
69.5000000000 	 0.3702612535 	          1 
70.0000000000 	 0.3687726815 	          1 
70.5000000000 	 0.3674090802 	          1 
71.0000000000 	 0.3661707116 	          1 
71.5000000000 	 0.3650571270 	          1 
72.0000000000 	 0.3640677162 	          1 
72.5000000000 	 0.3632019652 	          1 
73.0000000000 	 0.3624585624 	          1 
73.5000000000 	 0.3618362335 	          1 
74.0000000000 	 0.3613332825 	          1 
74.5000000000 	 0.3609476158 	          1 
75.0000000000 	 0.3606774682 	          1 
75.5000000000 	 0.3605202047 	          1 
76.0000000000 	 0.3604737053 	          1 
76.5000000000 	 0.3605350825 	          1 
77.0000000000 	 0.3607010456 	          1 
77.5000000000 	 0.3609689216 	          1 
78.0000000000 	 0.3613352864 	          1 
78.5000000000 	 0.3617959056 	          1 
79.0000000000 	 0.3623481399 	          1 
79.5000000000 	 0.3629890110 	          1 
80.0000000000 	 0.3637150561 	          1 
80.5000000000 	 0.3645225059 	          1 
81.0000000000 	 0.3654074371 	          1 
81.5000000000 	 0.3663657932 	          1 
82.0000000000 	 0.3673937903 	          1 
82.5000000000 	 0.3684874640 	          1 
83.0000000000 	 0.3696430871 	          1 
83.5000000000 	 0.3708564022 	          1 
84.0000000000 	 0.3721228979 	          1 
84.5000000000 	 0.3734372368 	          1 
85.0000000000 	 0.3747965218 	          1 
85.5000000000 	 0.3761963896 	          1 
86.0000000000 	 0.3776329086 	          1 
86.5000000000 	 0.3791019845 	          1 
87.0000000000 	 0.3805994103 	          1 
87.5000000000 	 0.3821206235 	          1 
88.0000000000 	 0.3836608936 	          1 
88.5000000000 	 0.3852179583 	          1 
89.0000000000 	 0.3867889380 	          1 
89.5000000000 	 0.3883703410 	          1 
90.0000000000 	 0.3899585745 	          1 
90.5000000000 	 0.3915491044 	          1 
91.0000000000 	 0.3931388402 	          1 
91.5000000000 	 0.3947240040 	          1 
92.0000000000 	 0.3963016784 	          1 
92.5000000000 	 0.3978691574 	          1 
93.0000000000 	 0.3994237585 	          1 
93.5000000000 	 0.4009620331 	          1 
94.0000000000 	 0.4024814887 	          1 
94.5000000000 	 0.4039795634 	          1 
95.0000000000 	 0.4054536792 	          1 
95.5000000000 	 0.4069018854 	          1 
96.0000000000 	 0.4083212075 	          1 
96.5000000000 	 0.4097095610 	          1 
97.0000000000 	 0.4110648581 	          1 
97.5000000000 	 0.4123855378 	          1 
98.0000000000 	 0.4136703170 	          1 
