#time 	S+S- 	 norm 
# 2019_08_20_13_01_38 
20.5000000000 	 0.0000000000 	          0 
21.0000000000 	 0.0006165812 	          1 
21.5000000000 	 0.0024158288 	          1 
22.0000000000 	 0.0053227720 	          1 
22.5000000000 	 0.0092630234 	          1 
23.0000000000 	 0.0141632980 	          1 
23.5000000000 	 0.0199515071 	          1 
24.0000000000 	 0.0265569205 	          1 
24.5000000000 	 0.0339103152 	          1 
25.0000000000 	 0.0419441110 	          1 
25.5000000000 	 0.0505924916 	          1 
26.0000000000 	 0.0597915140 	          1 
26.5000000000 	 0.0694792051 	          1 
27.0000000000 	 0.0795956529 	          1 
27.5000000000 	 0.0900830638 	          1 
28.0000000000 	 0.1008858368 	          1 
28.5000000000 	 0.1119506113 	          1 
29.0000000000 	 0.1232263081 	          1 
29.5000000000 	 0.1346641602 	          1 
30.0000000000 	 0.1462177347 	          1 
30.5000000000 	 0.1578429436 	          1 
31.0000000000 	 0.1694980954 	          1 
31.5000000000 	 0.1811437835 	          1 
32.0000000000 	 0.1927429647 	          1 
32.5000000000 	 0.2042609162 	          1 
33.0000000000 	 0.2156652094 	          1 
33.5000000000 	 0.2269257049 	          1 
34.0000000000 	 0.2380144650 	          1 
34.5000000000 	 0.2489057549 	          1 
35.0000000000 	 0.2595759847 	          1 
35.5000000000 	 0.2700036603 	          1 
36.0000000000 	 0.2801693323 	          1 
36.5000000000 	 0.2900555385 	          1 
37.0000000000 	 0.2996467568 	          1 
37.5000000000 	 0.3089292885 	          1 
38.0000000000 	 0.3178912742 	          1 
38.5000000000 	 0.3265225508 	          1 
39.0000000000 	 0.3348146349 	          1 
39.5000000000 	 0.3427606365 	          1 
40.0000000000 	 0.3503551743 	          1 
40.5000000000 	 0.3575943316 	          1 
41.0000000000 	 0.3645217542 	          1 
41.5000000000 	 0.3711797823 	          1 
42.0000000000 	 0.3775725176 	          1 
42.5000000000 	 0.3836951304 	          1 
43.0000000000 	 0.3895472107 	          1 
43.5000000000 	 0.3951289917 	          1 
44.0000000000 	 0.4004413866 	          1 
44.5000000000 	 0.4054860673 	          1 
45.0000000000 	 0.4102651229 	          1 
45.5000000000 	 0.4147812621 	          1 
46.0000000000 	 0.4190369976 	          1 
46.5000000000 	 0.4230356554 	          1 
47.0000000000 	 0.4267806474 	          1 
47.5000000000 	 0.4302760264 	          1 
48.0000000000 	 0.4335268204 	          1 
48.5000000000 	 0.4365388405 	          1 
49.0000000000 	 0.4393184410 	          1 
49.5000000000 	 0.4418760766 	          1 
50.0000000000 	 0.4442115226 	          1 
50.5000000000 	 0.4463329420 	          1 
51.0000000000 	 0.4482443107 	          1 
51.5000000000 	 0.4499519637 	          1 
52.0000000000 	 0.4514627100 	          1 
52.5000000000 	 0.4527834979 	          1 
53.0000000000 	 0.4539212939 	          1 
53.5000000000 	 0.4548832361 	          1 
54.0000000000 	 0.4556764793 	          1 
54.5000000000 	 0.4563090590 	          1 
55.0000000000 	 0.4567865676 	          1 
55.5000000000 	 0.4571131938 	          1 
56.0000000000 	 0.4572966565 	          1 
56.5000000000 	 0.4573443605 	          1 
57.0000000000 	 0.4572632694 	          1 
57.5000000000 	 0.4570601790 	          1 
