#time 	S+S- 	 norm 
# 2019_08_20_13_34_48 
50.5000000000 	 0.0000000000 	          0 
51.0000000000 	 0.0006165812 	          1 
51.5000000000 	 0.0024158288 	          1 
52.0000000000 	 0.0053227720 	          1 
52.5000000000 	 0.0092630234 	          1 
53.0000000000 	 0.0141632980 	          1 
53.5000000000 	 0.0199515071 	          1 
54.0000000000 	 0.0265569205 	          1 
54.5000000000 	 0.0339103152 	          1 
55.0000000000 	 0.0419441110 	          1 
55.5000000000 	 0.0505924916 	          1 
56.0000000000 	 0.0597915140 	          1 
56.5000000000 	 0.0694792051 	          1 
57.0000000000 	 0.0795956529 	          1 
57.5000000000 	 0.0900830638 	          1 
58.0000000000 	 0.1008858368 	          1 
58.5000000000 	 0.1119506113 	          1 
59.0000000000 	 0.1232263081 	          1 
59.5000000000 	 0.1346641602 	          1 
60.0000000000 	 0.1462177347 	          1 
60.5000000000 	 0.1578429436 	          1 
61.0000000000 	 0.1694980954 	          1 
61.5000000000 	 0.1811437835 	          1 
62.0000000000 	 0.1927429647 	          1 
62.5000000000 	 0.2042609162 	          1 
63.0000000000 	 0.2156652094 	          1 
63.5000000000 	 0.2269257049 	          1 
64.0000000000 	 0.2380144650 	          1 
64.5000000000 	 0.2489057549 	          1 
65.0000000000 	 0.2595759847 	          1 
65.5000000000 	 0.2700036603 	          1 
66.0000000000 	 0.2801693323 	          1 
66.5000000000 	 0.2900555385 	          1 
67.0000000000 	 0.2996467568 	          1 
67.5000000000 	 0.3089292885 	          1 
68.0000000000 	 0.3178912742 	          1 
68.5000000000 	 0.3265225508 	          1 
69.0000000000 	 0.3348146349 	          1 
69.5000000000 	 0.3427606365 	          1 
70.0000000000 	 0.3503551743 	          1 
70.5000000000 	 0.3575943316 	          1 
71.0000000000 	 0.3644755608 	          1 
71.5000000000 	 0.3709976818 	          1 
72.0000000000 	 0.3771606228 	          1 
72.5000000000 	 0.3829655433 	          1 
73.0000000000 	 0.3884146710 	          1 
73.5000000000 	 0.3935112561 	          1 
74.0000000000 	 0.3982594943 	          1 
74.5000000000 	 0.4026645136 	          1 
75.0000000000 	 0.4067321327 	          1 
75.5000000000 	 0.4104693491 	          1 
76.0000000000 	 0.4138831623 	          1 
76.5000000000 	 0.4169815269 	          1 
77.0000000000 	 0.4197729254 	          1 
77.5000000000 	 0.4222663190 	          1 
78.0000000000 	 0.4244711041 	          1 
78.5000000000 	 0.4263972760 	          1 
79.0000000000 	 0.4280547765 	          1 
79.5000000000 	 0.4294540593 	          1 
80.0000000000 	 0.4306057295 	          1 
80.5000000000 	 0.4315207494 	          1 
81.0000000000 	 0.4322097600 	          1 
81.5000000000 	 0.4326839852 	          1 
82.0000000000 	 0.4329543381 	          1 
82.5000000000 	 0.4330318741 	          1 
83.0000000000 	 0.4329276381 	          1 
83.5000000000 	 0.4326526204 	          1 
84.0000000000 	 0.4322178364 	          1 
84.5000000000 	 0.4316339338 	          1 
85.0000000000 	 0.4309115555 	          1 
85.5000000000 	 0.4300611031 	          1 
86.0000000000 	 0.4290928267 	          1 
86.5000000000 	 0.4280167708 	          1 
87.0000000000 	 0.4268427435 	          1 
87.5000000000 	 0.4255802170 	          1 
88.0000000000 	 0.4242385079 	          1 
88.5000000000 	 0.4228265824 	          1 
89.0000000000 	 0.4213531700 	          1 
89.5000000000 	 0.4198265291 	          1 
90.0000000000 	 0.4182547713 	          1 
90.5000000000 	 0.4166455695 	          1 
91.0000000000 	 0.4150063391 	          1 
91.5000000000 	 0.4133441782 	          1 
92.0000000000 	 0.4116655840 	          1 
92.5000000000 	 0.4099771868 	          1 
93.0000000000 	 0.4082849542 	          1 
93.5000000000 	 0.4065945197 	          1 
94.0000000000 	 0.4049112222 	          1 
94.5000000000 	 0.4032400467 	          1 
95.0000000000 	 0.4015858697 	          1 
95.5000000000 	 0.3999527766 	          1 
96.0000000000 	 0.3983449725 	          1 
96.5000000000 	 0.3967661551 	          1 
97.0000000000 	 0.3952196824 	          1 
97.5000000000 	 0.3937085363 	          1 
98.0000000000 	 0.3922356136 	          1 
98.5000000000 	 0.3908034447 	          1 
99.0000000000 	 0.3894141837 	          1 
99.5000000000 	 0.3880697842 	          1 
100.0000000000 	 0.3867719185 	          1 
100.5000000000 	 0.3855220922 	          1 
101.0000000000 	 0.3844625631 	          1 
101.5000000000 	 0.3837293764 	          1 
102.0000000000 	 0.3833206940 	          1 
102.5000000000 	 0.3832222983 	          1 
103.0000000000 	 0.3834225224 	          1 
103.5000000000 	 0.3839088338 	          1 
104.0000000000 	 0.3846674902 	          1 
104.5000000000 	 0.3856837719 	          1 
105.0000000000 	 0.3869424297 	          1 
105.5000000000 	 0.3884277383 	          1 
106.0000000000 	 0.3901227859 	          1 
106.5000000000 	 0.3920102202 	          1 
107.0000000000 	 0.3940724377 	          1 
107.5000000000 	 0.3962913145 	          1 
108.0000000000 	 0.3986483842 	          1 
108.5000000000 	 0.4011249411 	          1 
109.0000000000 	 0.4037014106 	          1 
109.5000000000 	 0.4063581166 	          1 
110.0000000000 	 0.4090780895 	          1 
110.5000000000 	 0.4118417571 	          1 
111.0000000000 	 0.4146335481 	          1 
111.5000000000 	 0.4174354337 	          1 
112.0000000000 	 0.4202305897 	          1 
112.5000000000 	 0.4230017048 	          1 
113.0000000000 	 0.4257326923 	          1 
113.5000000000 	 0.4284089426 	          1 
114.0000000000 	 0.4310164254 	          1 
114.5000000000 	 0.4335422154 	          1 
115.0000000000 	 0.4359723437 	          1 
115.5000000000 	 0.4383002911 	          1 
116.0000000000 	 0.4405145586 	          1 
116.5000000000 	 0.4426055634 	          1 
117.0000000000 	 0.4445650017 	          1 
117.5000000000 	 0.4463856964 	          1 
118.0000000000 	 0.4480614402 	          1 
118.5000000000 	 0.4495867142 	          1 
119.0000000000 	 0.4509594866 	          1 
119.5000000000 	 0.4521735114 	          1 
120.0000000000 	 0.4532305978 	          1 
120.5000000000 	 0.4541174760 	          1 
121.0000000000 	 0.4548481687 	          1 
121.5000000000 	 0.4554284780 	          1 
122.0000000000 	 0.4558609758 	          1 
122.5000000000 	 0.4561431851 	          1 
123.0000000000 	 0.4562777189 	          1 
123.5000000000 	 0.4562686504 	          1 
124.0000000000 	 0.4561169992 	          1 
124.5000000000 	 0.4558334144 	          1 
125.0000000000 	 0.4554130166 	          1 
125.5000000000 	 0.4548765335 	          1 
126.0000000000 	 0.4542305641 	          1 
126.5000000000 	 0.4534814385 	          1 
127.0000000000 	 0.4526358494 	          1 
127.5000000000 	 0.4517011495 	          1 
128.0000000000 	 0.4506853644 	          1 
128.5000000000 	 0.4495946607 	          1 
129.0000000000 	 0.4484384575 	          1 
129.5000000000 	 0.4472198764 	          1 
130.0000000000 	 0.4459493189 	          1 
130.5000000000 	 0.4446429329 	          1 
131.0000000000 	 0.4433071106 	          1 
131.5000000000 	 0.4419501227 	          1 
132.0000000000 	 0.4405803547 	          1 
132.5000000000 	 0.4392033985 	          1 
133.0000000000 	 0.4378250272 	          1 
133.5000000000 	 0.4364513426 	          1 
134.0000000000 	 0.4350794305 	          1 
134.5000000000 	 0.4337296918 	          1 
135.0000000000 	 0.4324068384 	          1 
135.5000000000 	 0.4311140238 	          1 
136.0000000000 	 0.4298555956 	          1 
136.5000000000 	 0.4286357508 	          1 
137.0000000000 	 0.4274558805 	          1 
137.5000000000 	 0.4263209650 	          1 
138.0000000000 	 0.4252325255 	          1 
138.5000000000 	 0.4241812697 	          1 
139.0000000000 	 0.4231853893 	          1 
139.5000000000 	 0.4222434913 	          1 
140.0000000000 	 0.4213589536 	          1 
140.5000000000 	 0.4205322062 	          1 
141.0000000000 	 0.4197551033 	          1 
141.5000000000 	 0.4190396502 	          1 
142.0000000000 	 0.4183843201 	          1 
142.5000000000 	 0.4177855188 	          1 
143.0000000000 	 0.4172421461 	          1 
143.5000000000 	 0.4167535468 	          1 
144.0000000000 	 0.4163190772 	          1 
144.5000000000 	 0.4159364637 	          1 
145.0000000000 	 0.4156025212 	          1 
145.5000000000 	 0.4153128813 	          1 
146.0000000000 	 0.4150684432 	          1 
146.5000000000 	 0.4148603963 	          1 
147.0000000000 	 0.4146953680 	          1 
147.5000000000 	 0.4145709390 	          1 
148.0000000000 	 0.4144860247 	          1 
148.5000000000 	 0.4144339376 	          1 
149.0000000000 	 0.4144110693 	          1 
149.5000000000 	 0.4144158948 	          1 
150.0000000000 	 0.4144452165 	          1 
150.5000000000 	 0.4144899034 	          1 
151.0000000000 	 0.4145573932 	          1 
151.5000000000 	 0.4146429642 	          1 
152.0000000000 	 0.4147482857 	          1 
152.5000000000 	 0.4148710210 	          1 
153.0000000000 	 0.4150093973 	          1 
153.5000000000 	 0.4151622796 	          1 
154.0000000000 	 0.4153273927 	          1 
154.5000000000 	 0.4154955852 	          1 
155.0000000000 	 0.4156778044 	          1 
155.5000000000 	 0.4158660486 	          1 
156.0000000000 	 0.4160608313 	          1 
156.5000000000 	 0.4162584742 	          1 
157.0000000000 	 0.4164594515 	          1 
157.5000000000 	 0.4166602591 	          1 
158.0000000000 	 0.4168577492 	          1 
158.5000000000 	 0.4170454628 	          1 
159.0000000000 	 0.4172264776 	          1 
159.5000000000 	 0.4173926074 	          1 
160.0000000000 	 0.4175471072 	          1 
160.5000000000 	 0.4176882348 	          1 
161.0000000000 	 0.4178127224 	          1 
161.5000000000 	 0.4179198832 	          1 
162.0000000000 	 0.4179976027 	          1 
162.5000000000 	 0.4180570017 	          1 
163.0000000000 	 0.4180929328 	          1 
163.5000000000 	 0.4181036710 	          1 
164.0000000000 	 0.4180862060 	          1 
164.5000000000 	 0.4180381345 	          1 
165.0000000000 	 0.4179545439 	          1 
165.5000000000 	 0.4178411429 	          1 
166.0000000000 	 0.4176930128 	          1 
166.5000000000 	 0.4175107745 	          1 
167.0000000000 	 0.4172851264 	          1 
167.5000000000 	 0.4170312200 	          1 
168.0000000000 	 0.4167487546 	          1 
168.5000000000 	 0.4164327765 	          1 
169.0000000000 	 0.4160826351 	          1 
169.5000000000 	 0.4156969438 	          1 
170.0000000000 	 0.4152728746 	          1 
170.5000000000 	 0.4148179009 	          1 
171.0000000000 	 0.4143332225 	          1 
171.5000000000 	 0.4138215568 	          1 
172.0000000000 	 0.4132814085 	          1 
172.5000000000 	 0.4127116162 	          1 
173.0000000000 	 0.4121221487 	          1 
173.5000000000 	 0.4115116552 	          1 
174.0000000000 	 0.4108767235 	          1 
174.5000000000 	 0.4102270862 	          1 
175.0000000000 	 0.4095628577 	          1 
175.5000000000 	 0.4088841729 	          1 
176.0000000000 	 0.4081938965 	          1 
176.5000000000 	 0.4074925710 	          1 
177.0000000000 	 0.4067903304 	          1 
177.5000000000 	 0.4060864574 	          1 
178.0000000000 	 0.4053879832 	          1 
178.5000000000 	 0.4046933783 	          1 
179.0000000000 	 0.4040078964 	          1 
179.5000000000 	 0.4033291804 	          1 
180.0000000000 	 0.4026621185 	          1 
180.5000000000 	 0.4020071623 	          1 
181.0000000000 	 0.4013684743 	          1 
181.5000000000 	 0.4007487347 	          1 
182.0000000000 	 0.4001521198 	          1 
182.5000000000 	 0.3995802639 	          1 
183.0000000000 	 0.3990301462 	          1 
183.5000000000 	 0.3985115830 	          1 
184.0000000000 	 0.3980251991 	          1 
184.5000000000 	 0.3975738053 	          1 
185.0000000000 	 0.3971563098 	          1 
185.5000000000 	 0.3967723156 	          1 
186.0000000000 	 0.3964236559 	          1 
186.5000000000 	 0.3961134658 	          1 
187.0000000000 	 0.3958429023 	          1 
187.5000000000 	 0.3956098366 	          1 
188.0000000000 	 0.3954145944 	          1 
188.5000000000 	 0.3952564015 	          1 
189.0000000000 	 0.3951328050 	          1 
189.5000000000 	 0.3950423625 	          1 
190.0000000000 	 0.3949916784 	          1 
190.5000000000 	 0.3949795712 	          1 
191.0000000000 	 0.3950042740 	          1 
191.5000000000 	 0.3950674851 	          1 
192.0000000000 	 0.3951661689 	          1 
192.5000000000 	 0.3952950208 	          1 
193.0000000000 	 0.3954527868 	          1 
193.5000000000 	 0.3956313036 	          1 
194.0000000000 	 0.3958405495 	          1 
194.5000000000 	 0.3960794685 	          1 
195.0000000000 	 0.3963437093 	          1 
195.5000000000 	 0.3966339496 	          1 
196.0000000000 	 0.3969478980 	          1 
196.5000000000 	 0.3972827884 	          1 
197.0000000000 	 0.3976353773 	          1 
197.5000000000 	 0.3980041548 	          1 
198.0000000000 	 0.3983847171 	          1 
198.5000000000 	 0.3987741092 	          1 
199.0000000000 	 0.3991668270 	          1 
199.5000000000 	 0.3995740909 	          1 
200.0000000000 	 0.3999896644 	          1 
200.5000000000 	 0.4004114619 	          1 
201.0000000000 	 0.4008372575 	          1 
201.5000000000 	 0.4012636120 	          1 
202.0000000000 	 0.4016904872 	          1 
202.5000000000 	 0.4021064679 	          1 
203.0000000000 	 0.4025254976 	          1 
203.5000000000 	 0.4029445024 	          1 
204.0000000000 	 0.4033611740 	          1 
204.5000000000 	 0.4037716582 	          1 
205.0000000000 	 0.4041751251 	          1 
205.5000000000 	 0.4045668951 	          1 
206.0000000000 	 0.4049477447 	          1 
206.5000000000 	 0.4053170780 	          1 
207.0000000000 	 0.4056721744 	          1 
207.5000000000 	 0.4060138011 	          1 
208.0000000000 	 0.4063453813 	          1 
208.5000000000 	 0.4066639595 	          1 
209.0000000000 	 0.4069705497 	          1 
209.5000000000 	 0.4072610140 	          1 
210.0000000000 	 0.4075344896 	          1 
210.5000000000 	 0.4077868000 	          1 
211.0000000000 	 0.4080264161 	          1 
211.5000000000 	 0.4082519312 	          1 
212.0000000000 	 0.4084631311 	          1 
212.5000000000 	 0.4086572330 	          1 
213.0000000000 	 0.4088290261 	          1 
213.5000000000 	 0.4089874491 	          1 
214.0000000000 	 0.4091292511 	          1 
214.5000000000 	 0.4092565155 	          1 
215.0000000000 	 0.4093664938 	          1 
215.5000000000 	 0.4094624677 	          1 
216.0000000000 	 0.4095428471 	          1 
216.5000000000 	 0.4096064583 	          1 
217.0000000000 	 0.4096503227 	          1 
217.5000000000 	 0.4096771923 	          1 
218.0000000000 	 0.4096835443 	          1 
218.5000000000 	 0.4096756204 	          1 
219.0000000000 	 0.4096567706 	          1 
219.5000000000 	 0.4096273890 	          1 
220.0000000000 	 0.4095882920 	          1 
220.5000000000 	 0.4095333025 	          1 
221.0000000000 	 0.4094674807 	          1 
221.5000000000 	 0.4093882040 	          1 
222.0000000000 	 0.4092998260 	          1 
222.5000000000 	 0.4092018032 	          1 
223.0000000000 	 0.4090928804 	          1 
223.5000000000 	 0.4089793763 	          1 
224.0000000000 	 0.4088606728 	          1 
224.5000000000 	 0.4087357814 	          1 
225.0000000000 	 0.4086044830 	          1 
225.5000000000 	 0.4084673746 	          1 
226.0000000000 	 0.4083260078 	          1 
226.5000000000 	 0.4081725785 	          1 
227.0000000000 	 0.4080162416 	          1 
227.5000000000 	 0.4078592122 	          1 
228.0000000000 	 0.4077030292 	          1 
228.5000000000 	 0.4075472386 	          1 
229.0000000000 	 0.4073896045 	          1 
229.5000000000 	 0.4072349754 	          1 
230.0000000000 	 0.4070799617 	          1 
230.5000000000 	 0.4069263144 	          1 
231.0000000000 	 0.4067663116 	          1 
231.5000000000 	 0.4066137059 	          1 
232.0000000000 	 0.4064682039 	          1 
232.5000000000 	 0.4063277120 	          1 
233.0000000000 	 0.4061915342 	          1 
233.5000000000 	 0.4060604243 	          1 
234.0000000000 	 0.4059352577 	          1 
234.5000000000 	 0.4058131695 	          1 
235.0000000000 	 0.4056963245 	          1 
235.5000000000 	 0.4055873791 	          1 
236.0000000000 	 0.4054852828 	          1 
236.5000000000 	 0.4053924035 	          1 
237.0000000000 	 0.4053071590 	          1 
237.5000000000 	 0.4052302056 	          1 
238.0000000000 	 0.4051614392 	          1 
238.5000000000 	 0.4050987161 	          1 
239.0000000000 	 0.4050451428 	          1 
