#time 	S+S- 	 norm 
# 2019_09_24_13_53_06 
80.0000000000 	 0.0929305146 	          1 
160.0000000000 	 0.0785665064 	          1 
240.0000000000 	 0.1117754825 	          1 
320.0000000000 	 0.1118100744 	          1 
400.0000000000 	 0.1100038439 	          1 
480.0000000000 	 0.1100380294 	          1 
560.0000000000 	 0.1101322323 	          1 
640.0000000000 	 0.1101288823 	          1 
720.0000000000 	 0.1101239699 	          1 
800.0000000000 	 0.1101242251 	          1 
# end of calculation 2019_09_24_13_53_24 
# time difference 00_00_00_00_00_18 
