#time 	S+S- 	 norm 
# 2019_08_20_12_59_31 
15.5000000000 	 0.0000000000 	          0 
16.0000000000 	 0.0006165812 	          1 
16.5000000000 	 0.0024158288 	          1 
17.0000000000 	 0.0053227720 	          1 
17.5000000000 	 0.0092630234 	          1 
18.0000000000 	 0.0141632980 	          1 
18.5000000000 	 0.0199515071 	          1 
19.0000000000 	 0.0265569205 	          1 
19.5000000000 	 0.0339103152 	          1 
20.0000000000 	 0.0419441110 	          1 
20.5000000000 	 0.0505924916 	          1 
21.0000000000 	 0.0597915140 	          1 
21.5000000000 	 0.0694792051 	          1 
22.0000000000 	 0.0795956529 	          1 
22.5000000000 	 0.0900830638 	          1 
23.0000000000 	 0.1008858368 	          1 
23.5000000000 	 0.1119506113 	          1 
24.0000000000 	 0.1232263081 	          1 
24.5000000000 	 0.1346641602 	          1 
25.0000000000 	 0.1462177347 	          1 
25.5000000000 	 0.1578429436 	          1 
26.0000000000 	 0.1694980954 	          1 
26.5000000000 	 0.1811437835 	          1 
27.0000000000 	 0.1927429647 	          1 
27.5000000000 	 0.2042609162 	          1 
28.0000000000 	 0.2156652094 	          1 
28.5000000000 	 0.2269257049 	          1 
29.0000000000 	 0.2380144650 	          1 
29.5000000000 	 0.2489057549 	          1 
30.0000000000 	 0.2595759847 	          1 
30.5000000000 	 0.2700036603 	          1 
31.0000000000 	 0.2802153921 	          1 
31.5000000000 	 0.2902390196 	          1 
32.0000000000 	 0.3000649531 	          1 
32.5000000000 	 0.3096765642 	          1 
33.0000000000 	 0.3190617808 	          1 
33.5000000000 	 0.3282098875 	          1 
34.0000000000 	 0.3371114609 	          1 
34.5000000000 	 0.3457583249 	          1 
35.0000000000 	 0.3541434728 	          1 
35.5000000000 	 0.3622610785 	          1 
36.0000000000 	 0.3701058084 	          1 
36.5000000000 	 0.3776733512 	          1 
37.0000000000 	 0.3849601577 	          1 
37.5000000000 	 0.3919640124 	          1 
38.0000000000 	 0.3986839976 	          1 
38.5000000000 	 0.4051203628 	          1 
39.0000000000 	 0.4112745797 	          1 
39.5000000000 	 0.4171522162 	          1 
40.0000000000 	 0.4227488089 	          1 
40.5000000000 	 0.4280691128 	          1 
41.0000000000 	 0.4331140622 	          1 
41.5000000000 	 0.4378864646 	          1 
42.0000000000 	 0.4423903185 	          1 
42.5000000000 	 0.4466303066 	          1 
43.0000000000 	 0.4506117099 	          1 
43.5000000000 	 0.4543405426 	          1 
44.0000000000 	 0.4578226663 	          1 
44.5000000000 	 0.4610643733 	          1 
45.0000000000 	 0.4640725748 	          1 
45.5000000000 	 0.4668528295 	          1 
46.0000000000 	 0.4694082915 	          1 
46.5000000000 	 0.4717380931 	          1 
47.0000000000 	 0.4738377293 	          1 
47.5000000000 	 0.4757062399 	          1 
48.0000000000 	 0.4773437427 	          1 
48.5000000000 	 0.4787530071 	          1 
49.0000000000 	 0.4799338795 	          1 
49.5000000000 	 0.4808896310 	          1 
50.0000000000 	 0.4816227019 	          1 
50.5000000000 	 0.4821372784 	          1 
51.0000000000 	 0.4824368524 	          1 
51.5000000000 	 0.4825283026 	          1 
52.0000000000 	 0.4824092015 	          1 
52.5000000000 	 0.4820844754 	          1 
53.0000000000 	 0.4815605975 	          1 
53.5000000000 	 0.4808472016 	          1 
54.0000000000 	 0.4799467089 	          1 
54.5000000000 	 0.4788668669 	          1 
55.0000000000 	 0.4776156064 	          1 
55.5000000000 	 0.4762007370 	          1 
56.0000000000 	 0.4746309583 	          1 
56.5000000000 	 0.4729114414 	          1 
57.0000000000 	 0.4710491346 	          1 
57.5000000000 	 0.4690534069 	          1 
58.0000000000 	 0.4669341665 	          1 
58.5000000000 	 0.4646990096 	          1 
59.0000000000 	 0.4623562596 	          1 
59.5000000000 	 0.4599154603 	          1 
60.0000000000 	 0.4573856253 	          1 
60.5000000000 	 0.4547747580 	          1 
61.0000000000 	 0.4520921380 	          1 
61.5000000000 	 0.4493475154 	          1 
62.0000000000 	 0.4465485390 	          1 
62.5000000000 	 0.4437021115 	          1 
63.0000000000 	 0.4408184734 	          1 
63.5000000000 	 0.4379064301 	          1 
64.0000000000 	 0.4349718745 	          1 
64.5000000000 	 0.4320208452 	          1 
65.0000000000 	 0.4290627057 	          1 
65.5000000000 	 0.4261071138 	          1 
66.0000000000 	 0.4231537020 	          1 
66.5000000000 	 0.4202104188 	          1 
67.0000000000 	 0.4172838749 	          1 
67.5000000000 	 0.4143785694 	          1 
68.0000000000 	 0.4115034501 	          1 
