## Date: 27.8.2019 -- Time: 14:5:56  
## Gamma_l=0.5000000000 - Gamma_m=0.0000000000 - Gamma_r=0.5000000000 
## phi_l=1.5707963268 - phi_m=0.0000000000 - phi_r=0.0000000000 
## init_000=0.00 - init_001=0.00 - init_010=0.00 - init_011=1.00 
## dt=0.500000 - t_end=600 - fb=20 - cutoff=0.000001000000 -- Nbin=2 
0.0000000000  	 1.0000000000 	 1.0000000000 	 0.0000000000 	 0.0000000000 	 1.00 
0.5000000000  	 0.7701511618 	 0.7701511618 	 0.1149244290 	 0.1149244290 	 1.00 
1.0000000000  	 0.5931328105 	 0.5931328105 	 0.0885091816 	 0.0885091816 	 1.00 
1.5000000000  	 0.4568019209 	 0.4568019209 	 0.0681654482 	 0.0681654482 	 1.00 
2.0000000000  	 0.3518065279 	 0.3518065279 	 0.0524976986 	 0.0524976986 	 1.00 
2.5000000000  	 0.2709442042 	 0.2709442042 	 0.0404311631 	 0.0404311631 	 1.00 
3.0000000000  	 0.2086679919 	 0.2086679919 	 0.0311381069 	 0.0311381069 	 1.00 
3.5000000000  	 0.1607058949 	 0.1607058949 	 0.0239810489 	 0.0239810489 	 1.00 
4.0000000000  	 0.1237678305 	 0.1237678305 	 0.0184690325 	 0.0184690325 	 1.00 
4.5000000000  	 0.0953199375 	 0.0953199375 	 0.0142239467 	 0.0142239467 	 1.00 
5.0000000000  	 0.0734107598 	 0.0734107598 	 0.0109545889 	 0.0109545889 	 1.00 
5.5000000000  	 0.0565373814 	 0.0565373814 	 0.0084366893 	 0.0084366893 	 1.00 
6.0000000000  	 0.0435423295 	 0.0435423295 	 0.0064975260 	 0.0064975260 	 1.00 
6.5000000000  	 0.0335341753 	 0.0335341753 	 0.0050040771 	 0.0050040771 	 1.00 
7.0000000000  	 0.0258263838 	 0.0258263838 	 0.0038538958 	 0.0038538958 	 1.00 
7.5000000000  	 0.0198902192 	 0.0198902192 	 0.0029680823 	 0.0029680823 	 1.00 
8.0000000000  	 0.0153184753 	 0.0153184753 	 0.0022858720 	 0.0022858720 	 1.00 
8.5000000000  	 0.0117975414 	 0.0117975414 	 0.0017604669 	 0.0017604669 	 1.00 
9.0000000000  	 0.0090858901 	 0.0090858901 	 0.0013558256 	 0.0013558256 	 1.00 
9.5000000000  	 0.0069975087 	 0.0069975087 	 0.0010441907 	 0.0010441907 	 1.00 
10.0000000000  	 0.0053891394 	 0.0053891394 	 0.0008041847 	 0.0008041847 	 1.00 
10.5000000000  	 0.0173580756 	 0.0173580759 	 0.1019051906 	 0.1019051900 	 1.00 
11.0000000000  	 0.0436806236 	 0.0436801041 	 0.0584552382 	 0.0584558072 	 1.00 
11.5000000000  	 0.0725312448 	 0.0725273121 	 0.0318764671 	 0.0318700094 	 1.00 
12.0000000000  	 0.0978038778 	 0.0977955521 	 0.0161906799 	 0.0161851505 	 1.00 
12.5000000000  	 0.1168743555 	 0.1168582961 	 0.0073977574 	 0.0073891425 	 1.00 
13.0000000000  	 0.1291434219 	 0.1291320183 	 0.0028471824 	 0.0028388209 	 1.00 
13.5000000000  	 0.1350919059 	 0.1350846872 	 0.0008128293 	 0.0008052325 	 1.00 
14.0000000000  	 0.1357147884 	 0.1357026165 	 0.0001894870 	 0.0001904565 	 1.00 
14.5000000000  	 0.1321761616 	 0.1321592716 	 0.0002967720 	 0.0002944219 	 1.00 
15.0000000000  	 0.1256057887 	 0.1255877762 	 0.0007179028 	 0.0007174680 	 1.00 
15.5000000000  	 0.1170010029 	 0.1169903982 	 0.0012201810 	 0.0012186791 	 1.00 
16.0000000000  	 0.1072052925 	 0.1072000618 	 0.0016749346 	 0.0016739725 	 1.00 
16.5000000000  	 0.0968783487 	 0.0968768084 	 0.0020272334 	 0.0020267818 	 1.00 
17.0000000000  	 0.0865163645 	 0.0865190606 	 0.0022631326 	 0.0022608576 	 1.00 
17.5000000000  	 0.0764781360 	 0.0764825658 	 0.0023849452 	 0.0023829085 	 1.00 
18.0000000000  	 0.0669881801 	 0.0670118182 	 0.0024114788 	 0.0024068047 	 1.00 
18.5000000000  	 0.0582205285 	 0.0582576846 	 0.0023583483 	 0.0023533585 	 1.00 
19.0000000000  	 0.0502526507 	 0.0502982479 	 0.0022481453 	 0.0022437046 	 1.00 
19.5000000000  	 0.0431091001 	 0.0431589612 	 0.0020995319 	 0.0020959575 	 1.00 
20.0000000000  	 0.0367770756 	 0.0368272717 	 0.0019277821 	 0.0019248506 	 1.00 
20.5000000000  	 0.0312680051 	 0.0313264028 	 0.0021267928 	 0.0021116863 	 1.00 
21.0000000000  	 0.0269949738 	 0.0270768951 	 0.0042190369 	 0.0041834452 	 1.00 
21.5000000000  	 0.0246124226 	 0.0247198640 	 0.0064902414 	 0.0064426245 	 1.00 
22.0000000000  	 0.0245576496 	 0.0246635288 	 0.0079371464 	 0.0079022407 	 1.00 
22.5000000000  	 0.0268792844 	 0.0269511033 	 0.0083750583 	 0.0083491145 	 1.00 
23.0000000000  	 0.0312482029 	 0.0312452098 	 0.0079674660 	 0.0079462934 	 1.00 
23.5000000000  	 0.0370679845 	 0.0370271865 	 0.0069854264 	 0.0069984942 	 1.00 
24.0000000000  	 0.0437211491 	 0.0436554336 	 0.0057679720 	 0.0057853875 	 1.00 
24.5000000000  	 0.0505724045 	 0.0504834294 	 0.0044955051 	 0.0045115860 	 1.00 
25.0000000000  	 0.0570676885 	 0.0569609432 	 0.0033157654 	 0.0033296788 	 1.00 
25.5000000000  	 0.0627743733 	 0.0626581795 	 0.0023139964 	 0.0023251124 	 1.00 
26.0000000000  	 0.0673936696 	 0.0672741799 	 0.0015235324 	 0.0015284989 	 1.00 
26.5000000000  	 0.0707544499 	 0.0706375492 	 0.0009452614 	 0.0009470038 	 1.00 
27.0000000000  	 0.0727967034 	 0.0726861113 	 0.0005586730 	 0.0005587618 	 1.00 
27.5000000000  	 0.0735499267 	 0.0734468013 	 0.0003322246 	 0.0003309216 	 1.00 
28.0000000000  	 0.0731102670 	 0.0730130508 	 0.0002304587 	 0.0002278541 	 1.00 
28.5000000000  	 0.0716178133 	 0.0715240788 	 0.0002197423 	 0.0002178872 	 1.00 
29.0000000000  	 0.0692232339 	 0.0691442096 	 0.0002703179 	 0.0002685443 	 1.00 
29.5000000000  	 0.0661101546 	 0.0660523408 	 0.0003598240 	 0.0003535704 	 1.00 
30.0000000000  	 0.0624593992 	 0.0624205578 	 0.0004539657 	 0.0004532363 	 1.00 
30.5000000000  	 0.0584395214 	 0.0584121648 	 0.0005546661 	 0.0005548100 	 1.00 
31.0000000000  	 0.0542033413 	 0.0541802974 	 0.0006716722 	 0.0006709109 	 1.00 
31.5000000000  	 0.0498992265 	 0.0498589194 	 0.0008639346 	 0.0008692252 	 1.00 
32.0000000000  	 0.0456838430 	 0.0456210143 	 0.0011737299 	 0.0011858758 	 1.00 
32.5000000000  	 0.0416998729 	 0.0416459897 	 0.0016105058 	 0.0016101357 	 1.00 
33.0000000000  	 0.0381495410 	 0.0381213942 	 0.0020809585 	 0.0020856662 	 1.00 
33.5000000000  	 0.0352148322 	 0.0352200572 	 0.0025375056 	 0.0025530641 	 1.00 
34.0000000000  	 0.0330469222 	 0.0330834230 	 0.0029271052 	 0.0029344488 	 1.00 
34.5000000000  	 0.0317324012 	 0.0317907551 	 0.0031838028 	 0.0031925362 	 1.00 
35.0000000000  	 0.0312942362 	 0.0313754278 	 0.0032938124 	 0.0033020146 	 1.00 
35.5000000000  	 0.0316926495 	 0.0317801823 	 0.0032585101 	 0.0032664461 	 1.00 
36.0000000000  	 0.0328327864 	 0.0329223065 	 0.0030965151 	 0.0031034925 	 1.00 
36.5000000000  	 0.0345702526 	 0.0346607691 	 0.0028406371 	 0.0028413770 	 1.00 
37.0000000000  	 0.0367220533 	 0.0368132121 	 0.0025207738 	 0.0025161400 	 1.00 
37.5000000000  	 0.0390787983 	 0.0391664182 	 0.0022052458 	 0.0022091616 	 1.00 
38.0000000000  	 0.0415177204 	 0.0415980033 	 0.0018301589 	 0.0018284807 	 1.00 
38.5000000000  	 0.0438753301 	 0.0439486378 	 0.0014731379 	 0.0014788288 	 1.00 
39.0000000000  	 0.0460116938 	 0.0460768824 	 0.0011501932 	 0.0011544809 	 1.00 
39.5000000000  	 0.0478147030 	 0.0478694830 	 0.0008718057 	 0.0008746031 	 1.00 
40.0000000000  	 0.0491983866 	 0.0492437682 	 0.0006448696 	 0.0006449943 	 1.00 
40.5000000000  	 0.0501152055 	 0.0501484840 	 0.0004662000 	 0.0004669362 	 1.00 
41.0000000000  	 0.0505401902 	 0.0505617078 	 0.0003368263 	 0.0003373838 	 1.00 
41.5000000000  	 0.0504731671 	 0.0504827394 	 0.0002521289 	 0.0002528787 	 1.00 
42.0000000000  	 0.0499138636 	 0.0499391594 	 0.0002095177 	 0.0002097285 	 1.00 
42.5000000000  	 0.0489226964 	 0.0489702439 	 0.0002132718 	 0.0002092012 	 1.00 
43.0000000000  	 0.0475523967 	 0.0475964967 	 0.0002593909 	 0.0002594664 	 1.00 
43.5000000000  	 0.0458667633 	 0.0459100286 	 0.0003586958 	 0.0003542541 	 1.00 
44.0000000000  	 0.0439501933 	 0.0439911576 	 0.0004985805 	 0.0004890640 	 1.00 
44.5000000000  	 0.0418933513 	 0.0419309387 	 0.0006764114 	 0.0006627548 	 1.00 
45.0000000000  	 0.0397923909 	 0.0398284447 	 0.0008789153 	 0.0008616878 	 1.00 
45.5000000000  	 0.0377622655 	 0.0377888753 	 0.0010714934 	 0.0010695707 	 1.00 
