0.5000000000 	 1.0000000000 	 1.0000000000 	 1.0000000000 
1.0000000000 	 0.9221107074 	 0.9221107074 	 1.0000000000 
1.5000000000 	 0.8502881566 	 0.8502881566 	 1.0000000000 
2.0000000000 	 0.7840598136 	 0.7840598136 	 1.0000000001 
2.5000000000 	 0.7229899493 	 0.7229899493 	 1.0000000001 
3.0000000000 	 0.6666767736 	 0.6666767736 	 1.0000000001 
3.5000000000 	 0.6147497912 	 0.6147497912 	 1.0000000001 
4.0000000000 	 0.5668673648 	 0.5668673648 	 1.0000000001 
4.5000000000 	 0.5227144668 	 0.5227144668 	 1.0000000001 
5.0000000000 	 0.4820006067 	 0.4820006067 	 1.0000000001 
5.5000000000 	 0.4444579204 	 0.4444579204 	 1.0000000001 
6.0000000000 	 0.4098394074 	 0.4098394074 	 1.0000000001 
6.5000000000 	 0.3779173058 	 0.3779173058 	 1.0000000001 
7.0000000000 	 0.3484815942 	 0.3484815942 	 1.0000000001 
7.5000000000 	 0.3213386093 	 0.3213386093 	 1.0000000001 
8.0000000000 	 0.2963097723 	 0.2963097723 	 1.0000000001 
8.5000000000 	 0.2732304138 	 0.2732304138 	 1.0000000001 
9.0000000000 	 0.2519486901 	 0.2519486901 	 1.0000000001 
9.5000000000 	 0.2323245849 	 0.2323245849 	 1.0000000001 
10.0000000000 	 0.2142289873 	 0.2142289873 	 1.0000000002 
10.5000000000 	 0.1975428430 	 0.1975428430 	 1.0000000002 
11.0000000000 	 0.1821563707 	 0.1821563707 	 1.0000000002 
11.5000000000 	 0.1679683398 	 0.1679683398 	 1.0000000002 
12.0000000000 	 0.1548854046 	 0.1548854046 	 1.0000000002 
12.5000000000 	 0.1428214900 	 0.1428214900 	 1.0000000002 
13.0000000000 	 0.1316972252 	 0.1316972252 	 1.0000000002 
13.5000000000 	 0.1214394215 	 0.1214394215 	 1.0000000002 
14.0000000000 	 0.1119805908 	 0.1119805908 	 1.0000000002 
14.5000000000 	 0.1032585018 	 0.1032585018 	 1.0000000002 
15.0000000000 	 0.0952157702 	 0.0952157702 	 1.0000000002 
15.5000000000 	 0.0877994812 	 0.0877994812 	 1.0000000002 
16.0000000000 	 0.0809608417 	 0.0809608417 	 1.0000000002 
16.5000000000 	 0.0746548590 	 0.0746548590 	 1.0000000002 
17.0000000000 	 0.0688400448 	 0.0688400448 	 1.0000000002 
17.5000000000 	 0.0634781424 	 0.0634781424 	 1.0000000002 
18.0000000000 	 0.0585338748 	 0.0585338748 	 1.0000000002 
18.5000000000 	 0.0539747127 	 0.0539747127 	 1.0000000002 
19.0000000000 	 0.0497706605 	 0.0497706605 	 1.0000000002 
19.5000000000 	 0.0458940590 	 0.0458940590 	 1.0000000002 
20.0000000000 	 0.0423194032 	 0.0423194032 	 1.0000000002 
20.5000000000 	 0.0390231748 	 0.0390231748 	 1.0000000002 
21.0000000000 	 0.0359836873 	 0.0359836873 	 1.0000000002 
21.5000000000 	 0.0331809434 	 0.0331809434 	 1.0000000002 
22.0000000000 	 0.0305965032 	 0.0305965032 	 1.0000000002 
22.5000000000 	 0.0282133632 	 0.0282133632 	 1.0000000002 
23.0000000000 	 0.0260158443 	 0.0260158443 	 1.0000000002 
23.5000000000 	 0.0239894886 	 0.0239894886 	 1.0000000002 
24.0000000000 	 0.0221209643 	 0.0221209643 	 1.0000000002 
