0.0000000000 	 0.9227773144 
0.5000000000 	 0.8118567372 
1.0000000000 	 0.8015867087 
1.5000000000 	 0.7850786867 
2.0000000000 	 0.7624994991 
2.5000000000 	 0.7340780238 
3.0000000000 	 0.7000876736 
3.5000000000 	 0.6608505400 
4.0000000000 	 0.6167374277 
4.5000000000 	 0.5681322126 
5.0000000000 	 0.5153876113 
5.5000000000 	 0.4573708897 
6.0000000000 	 0.3990588279 
6.5000000000 	 0.3383529393 
7.0000000000 	 0.2758324519 
7.5000000000 	 0.2120521368 
8.0000000000 	 0.1476314372 
8.5000000000 	 0.0831949141 
9.0000000000 	 0.0193239769 
9.5000000000 	 -0.0434435816 
10.0000000000 	 -0.1049104532 
10.5000000000 	 -0.1626714453 
11.0000000000 	 -0.2179925713 
11.5000000000 	 -0.2704093302 
12.0000000000 	 -0.3193656010 
12.5000000000 	 -0.3644914021 
13.0000000000 	 -0.4053852393 
13.5000000000 	 -0.4420244542 
14.0000000000 	 -0.4769914625 
14.5000000000 	 -0.5025634441 
15.0000000000 	 -0.5230078758 
15.5000000000 	 -0.5383235798 
16.0000000000 	 -0.5485129897 
16.5000000000 	 -0.5536255456 
17.0000000000 	 -0.5537582834 
17.5000000000 	 -0.5490411991 
18.0000000000 	 -0.5396701529 
18.5000000000 	 -0.5258441153 
19.0000000000 	 -0.5077713861 
19.5000000000 	 -0.4855847654 
20.0000000000 	 -0.4597770166 
20.5000000000 	 -0.4294364254 
21.0000000000 	 -0.3959989582 
21.5000000000 	 -0.3599272608 
22.0000000000 	 -0.3216497141 
22.5000000000 	 -0.2815880377 
23.0000000000 	 -0.2402154871 
23.5000000000 	 -0.1979704144 
24.0000000000 	 -0.1552811844 
24.5000000000 	 -0.1133232931 
25.0000000000 	 -0.0699711658 
25.5000000000 	 -0.0272694159 
26.0000000000 	 0.0144273259 
26.5000000000 	 0.0547922072 
27.0000000000 	 0.0934901600 
27.5000000000 	 0.1301673618 
28.0000000000 	 0.1646034667 
28.5000000000 	 0.1966112779 
29.0000000000 	 0.2259427677 
29.5000000000 	 0.2524526006 
30.0000000000 	 0.2760031602 
30.5000000000 	 0.2965284720 
31.0000000000 	 0.3146271068 
31.5000000000 	 0.3304297824 
32.0000000000 	 0.3405103898 
32.5000000000 	 0.3470679883 
33.0000000000 	 0.3502831675 
33.5000000000 	 0.3504699848 
34.0000000000 	 0.3478481610 
34.5000000000 	 0.3386902259 
35.0000000000 	 0.3294779772 
35.5000000000 	 0.3178642093 
36.0000000000 	 0.3070290530 
36.5000000000 	 0.2901939821 
37.0000000000 	 0.2716511980 
37.5000000000 	 0.2516322293 
38.0000000000 	 0.2295599992 
38.5000000000 	 0.2061959406 
39.0000000000 	 0.1818641734 
39.5000000000 	 0.1566056325 
40.0000000000 	 0.1307205501 
40.5000000000 	 0.1044999592 
41.0000000000 	 0.0782703097 
41.5000000000 	 0.0521782447 
42.0000000000 	 0.0287282849 
42.5000000000 	 0.0023951773 
43.0000000000 	 -0.0211989206 
43.5000000000 	 -0.0432844811 
44.0000000000 	 -0.0636405366 
44.5000000000 	 -0.0820411897 
45.0000000000 	 -0.0988552133 
45.5000000000 	 -0.1144288222 
46.0000000000 	 -0.1314767665 
46.5000000000 	 -0.1441434173 
47.0000000000 	 -0.1549336856 
47.5000000000 	 -0.1639402005 
48.0000000000 	 -0.1711609505 
48.5000000000 	 -0.1765773407 
49.0000000000 	 -0.1803654267 
49.5000000000 	 -0.1826829762 
50.0000000000 	 -0.1834335499 
50.5000000000 	 -0.1825281878 
51.0000000000 	 -0.1767558356 
51.5000000000 	 -0.1712609822 
52.0000000000 	 -0.1640091034 
52.5000000000 	 -0.1552014805 
53.0000000000 	 -0.1452907556 
53.5000000000 	 -0.1356771178 
54.0000000000 	 -0.1245618953 
54.5000000000 	 -0.1128409835 
55.0000000000 	 -0.1005100428 
55.5000000000 	 -0.0877713069 
56.0000000000 	 -0.0746196426 
56.5000000000 	 -0.0611799284 
57.0000000000 	 -0.0476035540 
57.5000000000 	 -0.0339954084 
58.0000000000 	 -0.0180065321 
58.5000000000 	 -0.0044165708 
59.0000000000 	 0.0082223035 
59.5000000000 	 0.0216732457 
60.0000000000 	 0.0342119820 
60.5000000000 	 0.0461382975 
61.0000000000 	 0.0572603008 
61.5000000000 	 0.0675476578 
62.0000000000 	 0.0769980562 
62.5000000000 	 0.0856345088 
63.0000000000 	 0.0930471596 
63.5000000000 	 0.0982089842 
64.0000000000 	 0.1026882658 
64.5000000000 	 0.1059089537 
65.0000000000 	 0.1080123927 
65.5000000000 	 0.1089724475 
66.0000000000 	 0.1089043432 
66.5000000000 	 0.1079789497 
67.0000000000 	 0.1063999285 
67.5000000000 	 0.1052384310 
68.0000000000 	 0.1019113075 
68.5000000000 	 0.0980249436 
69.0000000000 	 0.0936216202 
69.5000000000 	 0.0888074617 
