#time 	S+S- 	 norm 
# 2019_08_19_15_04_34 
0.000000 	 1.000000e+00 	 0.000000e+00 
0.5000000000 	 0.9599303577 	          1 
1.0000000000 	 0.9203312489 	          1 
1.5000000000 	 0.8813029310 	          1 
2.0000000000 	 0.8429379425 	          1 
2.5000000000 	 0.8053212566 	          1 
3.0000000000 	 0.7685304502 	          1 
3.5000000000 	 0.7326358871 	          1 
4.0000000000 	 0.6977009138 	          1 
4.5000000000 	 0.6637820657 	          1 
5.0000000000 	 0.6309292843 	          1 
5.5000000000 	 0.5991861419 	          1 
6.0000000000 	 0.5685900741 	          1 
6.5000000000 	 0.5391726184 	          1 
7.0000000000 	 0.5109596570 	          1 
7.5000000000 	 0.4839716682 	          1 
8.0000000000 	 0.4582239948 	          1 
8.5000000000 	 0.4337270529 	          1 
9.0000000000 	 0.4104866169 	          1 
9.5000000000 	 0.3885040609 	          1 
10.0000000000 	 0.3677766235 	          1 
10.5000000000 	 0.3482976603 	          1 
11.0000000000 	 0.3300568811 	          1 
11.5000000000 	 0.3130405950 	          1 
12.0000000000 	 0.2972319632 	          1 
12.5000000000 	 0.2826112351 	          1 
13.0000000000 	 0.2691559789 	          1 
13.5000000000 	 0.2568413268 	          1 
14.0000000000 	 0.2456401809 	          1 
14.5000000000 	 0.2355234347 	          1 
15.0000000000 	 0.2264601918 	          1 
15.5000000000 	 0.2184179709 	          1 
16.0000000000 	 0.2113629005 	          1 
16.5000000000 	 0.2052598814 	          1 
17.0000000000 	 0.2000728094 	          1 
17.5000000000 	 0.1957647378 	          1 
18.0000000000 	 0.1922980537 	          1 
18.5000000000 	 0.1896346371 	          1 
19.0000000000 	 0.1877360124 	          1 
19.5000000000 	 0.1865634816 	          1 
20.0000000000 	 0.1881292433 	          1 
20.5000000000 	 0.1902252682 	          1 
21.0000000000 	 0.1927847334 	          1 
21.5000000000 	 0.1957466286 	          1 
22.0000000000 	 0.1990555977 	          1 
22.5000000000 	 0.2026614648 	          1 
23.0000000000 	 0.2065189002 	          1 
23.5000000000 	 0.2105869201 	          1 
24.0000000000 	 0.2148287765 	          1 
24.5000000000 	 0.2192112631 	          1 
25.0000000000 	 0.2237047113 	          1 
25.5000000000 	 0.2282824487 	          1 
26.0000000000 	 0.2329210630 	          1 
26.5000000000 	 0.2375994161 	          1 
27.0000000000 	 0.2422984280 	          1 
27.5000000000 	 0.2470014915 	          1 
28.0000000000 	 0.2516939699 	          1 
28.5000000000 	 0.2563625932 	          1 
29.0000000000 	 0.2609952815 	          1 
29.5000000000 	 0.2655812382 	          1 
30.0000000000 	 0.2701119139 	          1 
30.5000000000 	 0.2745790320 	          1 
31.0000000000 	 0.2789752810 	          1 
31.5000000000 	 0.2832941869 	          1 
32.0000000000 	 0.2875303285 	          1 
32.5000000000 	 0.2916792486 	          1 
33.0000000000 	 0.2957364951 	          1 
33.5000000000 	 0.2996984768 	          1 
34.0000000000 	 0.3035617794 	          1 
34.5000000000 	 0.3073251611 	          1 
35.0000000000 	 0.3109860480 	          1 
35.5000000000 	 0.3145425694 	          1 
36.0000000000 	 0.3179948196 	          1 
36.5000000000 	 0.3213419724 	          1 
37.0000000000 	 0.3245849455 	          1 
37.5000000000 	 0.3277228451 	          1 
38.0000000000 	 0.3307570614 	          1 
38.5000000000 	 0.3336890545 	          1 
39.0000000000 	 0.3365198343 	          1 
39.5000000000 	 0.3393080741 	          1 
40.0000000000 	 0.3421117097 	          1 
40.5000000000 	 0.3449292964 	          1 
41.0000000000 	 0.3477592955 	          1 
41.5000000000 	 0.3505978133 	          1 
42.0000000000 	 0.3534422938 	          1 
42.5000000000 	 0.3562880631 	          1 
43.0000000000 	 0.3591314057 	          1 
43.5000000000 	 0.3619649651 	          1 
44.0000000000 	 0.3647855332 	          1 
44.5000000000 	 0.3675877051 	          1 
45.0000000000 	 0.3703628394 	          1 
45.5000000000 	 0.3731075260 	          1 
46.0000000000 	 0.3758166617 	          1 
46.5000000000 	 0.3784835852 	          1 
47.0000000000 	 0.3811012797 	          1 
47.5000000000 	 0.3836656286 	          1 
48.0000000000 	 0.3861711470 	          1 
48.5000000000 	 0.3886130870 	          1 
49.0000000000 	 0.3909862275 	          1 
49.5000000000 	 0.3932843761 	          1 
50.0000000000 	 0.3955040102 	          1 
50.5000000000 	 0.3976426049 	          1 
51.0000000000 	 0.3996957677 	          1 
51.5000000000 	 0.4016577472 	          1 
52.0000000000 	 0.4035273351 	          1 
52.5000000000 	 0.4053052240 	          1 
53.0000000000 	 0.4069855233 	          1 
53.5000000000 	 0.4085628454 	          1 
54.0000000000 	 0.4100385238 	          1 
54.5000000000 	 0.4114126790 	          1 
55.0000000000 	 0.4126822011 	          1 
55.5000000000 	 0.4138457292 	          1 
56.0000000000 	 0.4149033856 	          1 
56.5000000000 	 0.4158539426 	          1 
57.0000000000 	 0.4166968528 	          1 
57.5000000000 	 0.4174344715 	          1 
58.0000000000 	 0.4180640639 	          1 
58.5000000000 	 0.4185873871 	          1 
59.0000000000 	 0.4190048884 	          1 
59.5000000000 	 0.4193182286 	          1 
60.0000000000 	 0.4195341014 	          1 
60.5000000000 	 0.4196516367 	          1 
61.0000000000 	 0.4196757859 	          1 
61.5000000000 	 0.4196086179 	          1 
62.0000000000 	 0.4194581026 	          1 
62.5000000000 	 0.4192250962 	          1 
63.0000000000 	 0.4189083996 	          1 
63.5000000000 	 0.4185232249 	          1 
64.0000000000 	 0.4180658094 	          1 
64.5000000000 	 0.4175407173 	          1 
65.0000000000 	 0.4169527238 	          1 
65.5000000000 	 0.4163060153 	          1 
66.0000000000 	 0.4156047945 	          1 
66.5000000000 	 0.4148530106 	          1 
67.0000000000 	 0.4140553121 	          1 
67.5000000000 	 0.4132153327 	          1 
68.0000000000 	 0.4123372966 	          1 
68.5000000000 	 0.4114231887 	          1 
69.0000000000 	 0.4104776075 	          1 
69.5000000000 	 0.4095041322 	          1 
70.0000000000 	 0.4085038092 	          1 
70.5000000000 	 0.4074798169 	          1 
71.0000000000 	 0.4064369396 	          1 
71.5000000000 	 0.4053781639 	          1 
72.0000000000 	 0.4043045884 	          1 
72.5000000000 	 0.4032209723 	          1 
73.0000000000 	 0.4021315143 	          1 
73.5000000000 	 0.4010338103 	          1 
74.0000000000 	 0.3999333316 	          1 
74.5000000000 	 0.3988320827 	          1 
75.0000000000 	 0.3977320924 	          1 
75.5000000000 	 0.3966352722 	          1 
76.0000000000 	 0.3955422069 	          1 
76.5000000000 	 0.3944572781 	          1 
77.0000000000 	 0.3933826508 	          1 
77.5000000000 	 0.3923170760 	          1 
78.0000000000 	 0.3912593623 	          1 
78.5000000000 	 0.3902164896 	          1 
79.0000000000 	 0.3891898068 	          1 
79.5000000000 	 0.3881787946 	          1 
80.0000000000 	 0.3871811914 	          1 
80.5000000000 	 0.3862011896 	          1 
81.0000000000 	 0.3852438972 	          1 
81.5000000000 	 0.3843066271 	          1 
82.0000000000 	 0.3833872562 	          1 
82.5000000000 	 0.3824884443 	          1 
83.0000000000 	 0.3816133908 	          1 
83.5000000000 	 0.3807622134 	          1 
84.0000000000 	 0.3799339083 	          1 
84.5000000000 	 0.3791276800 	          1 
85.0000000000 	 0.3783466536 	          1 
85.5000000000 	 0.3775903242 	          1 
86.0000000000 	 0.3768576339 	          1 
86.5000000000 	 0.3761510672 	          1 
87.0000000000 	 0.3754696644 	          1 
87.5000000000 	 0.3748142204 	          1 
88.0000000000 	 0.3741886173 	          1 
88.5000000000 	 0.3735860450 	          1 
89.0000000000 	 0.3730110599 	          1 
89.5000000000 	 0.3724634063 	          1 
90.0000000000 	 0.3719424606 	          1 
90.5000000000 	 0.3714490533 	          1 
91.0000000000 	 0.3709807415 	          1 
91.5000000000 	 0.3705424696 	          1 
92.0000000000 	 0.3701300147 	          1 
92.5000000000 	 0.3697432501 	          1 
93.0000000000 	 0.3693813562 	          1 
93.5000000000 	 0.3690454561 	          1 
94.0000000000 	 0.3687382688 	          1 
94.5000000000 	 0.3684568878 	          1 
95.0000000000 	 0.3681979008 	          1 
95.5000000000 	 0.3679671021 	          1 
96.0000000000 	 0.3677615640 	          1 
96.5000000000 	 0.3675799601 	          1 
97.0000000000 	 0.3674229208 	          1 
97.5000000000 	 0.3672875443 	          1 
98.0000000000 	 0.3671775373 	          1 
98.5000000000 	 0.3670899498 	          1 
99.0000000000 	 0.3670238221 	          1 
99.5000000000 	 0.3669803205 	          1 
100.0000000000 	 0.3669614590 	          1 
100.5000000000 	 0.3669620325 	          1 
101.0000000000 	 0.3669838935 	          1 
101.5000000000 	 0.3670247449 	          1 
102.0000000000 	 0.3670869727 	          1 
102.5000000000 	 0.3671692490 	          1 
103.0000000000 	 0.3672656635 	          1 
103.5000000000 	 0.3673824466 	          1 
104.0000000000 	 0.3675169512 	          1 
104.5000000000 	 0.3676659527 	          1 
105.0000000000 	 0.3678304712 	          1 
105.5000000000 	 0.3680100258 	          1 
106.0000000000 	 0.3682029902 	          1 
106.5000000000 	 0.3684117118 	          1 
107.0000000000 	 0.3686321669 	          1 
107.5000000000 	 0.3688634848 	          1 
108.0000000000 	 0.3691075211 	          1 
108.5000000000 	 0.3693642022 	          1 
109.0000000000 	 0.3696292936 	          1 
109.5000000000 	 0.3699030660 	          1 
110.0000000000 	 0.3701841157 	          1 
110.5000000000 	 0.3704771640 	          1 
111.0000000000 	 0.3707779091 	          1 
111.5000000000 	 0.3710805958 	          1 
112.0000000000 	 0.3713903229 	          1 
112.5000000000 	 0.3717103436 	          1 
113.0000000000 	 0.3720320269 	          1 
113.5000000000 	 0.3723550813 	          1 
114.0000000000 	 0.3726812858 	          1 
114.5000000000 	 0.3730137161 	          1 
115.0000000000 	 0.3733472458 	          1 
115.5000000000 	 0.3736794784 	          1 
116.0000000000 	 0.3740142707 	          1 
116.5000000000 	 0.3743534029 	          1 
117.0000000000 	 0.3746905985 	          1 
117.5000000000 	 0.3750256695 	          1 
118.0000000000 	 0.3753578887 	          1 
118.5000000000 	 0.3756902730 	          1 
119.0000000000 	 0.3760217134 	          1 
119.5000000000 	 0.3763476478 	          1 
120.0000000000 	 0.3766700487 	          1 
120.5000000000 	 0.3769906312 	          1 
121.0000000000 	 0.3773072619 	          1 
121.5000000000 	 0.3776187121 	          1 
122.0000000000 	 0.3779258351 	          1 
122.5000000000 	 0.3782273148 	          1 
123.0000000000 	 0.3785239712 	          1 
123.5000000000 	 0.3788151675 	          1 
124.0000000000 	 0.3790996594 	          1 
124.5000000000 	 0.3793775743 	          1 
125.0000000000 	 0.3796525725 	          1 
125.5000000000 	 0.3799193512 	          1 
126.0000000000 	 0.3801792484 	          1 
