-1.0000000000 	 0.0043622469 	 0.0170781501 	 0.0000000000 
-0.9942857143 	 0.0043724919 	 0.0171819503 	 2.0921445251 
-0.9885714286 	 0.0043812441 	 0.0172817302 	 1.9934181158 
-0.9828571429 	 0.0043856096 	 0.0173807840 	 1.8981055473 
-0.9771428571 	 0.0043867427 	 0.0174831089 	 1.8041965475 
-0.9714285714 	 0.0043884944 	 0.0175896720 	 1.7127082435 
-0.9657142857 	 0.0043935267 	 0.0176975704 	 1.6257171880 
-0.9600000000 	 0.0044005236 	 0.0178029078 	 1.5421896919 
-0.9542857143 	 0.0044051703 	 0.0179047353 	 1.4630653083 
-0.9485714286 	 0.0044040858 	 0.0180063431 	 1.3872384440 
-0.9428571429 	 0.0043980912 	 0.0181125726 	 1.3136991560 
-0.9371428571 	 0.0043917022 	 0.0182255174 	 1.2451618953 
-0.9314285714 	 0.0043891609 	 0.0183425696 	 1.1787817948 
-0.9257142857 	 0.0043905564 	 0.0184587159 	 1.1163463832 
-0.9200000000 	 0.0043916096 	 0.0185711139 	 1.0567905966 
-0.9142857143 	 0.0043874222 	 0.0186818222 	 1.0030865734 
-0.9085714286 	 0.0043768538 	 0.0187961646 	 0.9523921209 
-0.9028571429 	 0.0043635681 	 0.0189181578 	 0.9046496050 
-0.8971428571 	 0.0043527863 	 0.0190471365 	 0.8602470553 
-0.8914285714 	 0.0043467119 	 0.0191786340 	 0.8197297788 
-0.8857142857 	 0.0043428186 	 0.0193086801 	 0.7838214671 
-0.8800000000 	 0.0043365549 	 0.0194375146 	 0.7512231552 
-0.8742857143 	 0.0043259108 	 0.0195692500 	 0.7206835863 
-0.8685714286 	 0.0043135262 	 0.0197077915 	 0.6929374115 
-0.8628571429 	 0.0043042845 	 0.0198528688 	 0.6700085848 
-0.8571428571 	 0.0043005881 	 0.0200000124 	 0.6516787252 
-0.8514285714 	 0.0042997930 	 0.0201446571 	 0.6357058288 
-0.8457142857 	 0.0042963858 	 0.0202866148 	 0.6225797400 
-0.8400000000 	 0.0042870739 	 0.0204306442 	 0.6150476767 
-0.8342857143 	 0.0042741040 	 0.0205823568 	 0.6124519443 
-0.8285714286 	 0.0042635786 	 0.0207430691 	 0.6126042791 
-0.8228571429 	 0.0042600915 	 0.0209083743 	 0.6169230336 
-0.8171428571 	 0.0042625072 	 0.0210719382 	 0.6268978178 
-0.8114285714 	 0.0042648453 	 0.0212312223 	 0.6403305758 
-0.8057142857 	 0.0042616514 	 0.0213899230 	 0.6574517221 
-0.8000000000 	 0.0042530635 	 0.0215547628 	 0.6791679991 
-0.7942857143 	 0.0042449132 	 0.0217294032 	 0.7069571094 
-0.7885714286 	 0.0042436298 	 0.0219109698 	 0.7417545033 
-0.7828571429 	 0.0042504788 	 0.0220924178 	 0.7752610652 
-0.7771428571 	 0.0042603617 	 0.0222686801 	 0.7969976824 
-0.7714285714 	 0.0042663027 	 0.0224410459 	 0.8009890115 
-0.7657142857 	 0.0042655433 	 0.0226157864 	 0.7961084549 
-0.7600000000 	 0.0042616537 	 0.0227983180 	 0.7871913813 
-0.7542857143 	 0.0042607336 	 0.0229883407 	 0.7787856120 
-0.7485714286 	 0.0042652898 	 0.0231805260 	 0.7723713984 
-0.7428571429 	 0.0042716291 	 0.0233701477 	 0.7678541505 
-0.7371428571 	 0.0042733925 	 0.0235583218 	 0.7658539231 
-0.7314285714 	 0.0042680539 	 0.0237517087 	 0.7662879587 
-0.7257142857 	 0.0042602130 	 0.0239566272 	 0.7689777822 
-0.7200000000 	 0.0042582653 	 0.0241728841 	 0.7741248685 
-0.7142857143 	 0.0042671513 	 0.0243931945 	 0.7811076944 
-0.7085714286 	 0.0042837477 	 0.0246091056 	 0.7898290691 
-0.7028571429 	 0.0042993271 	 0.0248182860 	 0.8000347765 
-0.6971428571 	 0.0043071293 	 0.0250265290 	 0.8112347175 
-0.6914285714 	 0.0043082695 	 0.0252424555 	 0.8233437186 
-0.6857142857 	 0.0043105079 	 0.0254695917 	 0.8367560473 
-0.6800000000 	 0.0043208518 	 0.0257030801 	 0.8514651420 
-0.6742857143 	 0.0043387244 	 0.0259341915 	 0.8669782125 
-0.6685714286 	 0.0043561081 	 0.0261586202 	 0.8827105276 
-0.6628571429 	 0.0043647414 	 0.0263808763 	 0.8989966030 
-0.6571428571 	 0.0043638231 	 0.0266104875 	 0.9161860677 
-0.6514285714 	 0.0043609496 	 0.0268532768 	 0.9337548755 
-0.6457142857 	 0.0043650946 	 0.0271057667 	 0.9512768866 
-0.6400000000 	 0.0043779007 	 0.0273581638 	 0.9683422686 
-0.6342857143 	 0.0043914416 	 0.0276035417 	 0.9856197294 
-0.6285714286 	 0.0043949114 	 0.0278448736 	 1.0027938662 
-0.6228571429 	 0.0043844182 	 0.0280931756 	 1.0185181639 
-0.6171428571 	 0.0043668417 	 0.0283580267 	 1.0340354950 
-0.6114285714 	 0.0043538153 	 0.0286389531 	 1.0490425482 
-0.6057142857 	 0.0043509302 	 0.0289257964 	 1.0628412503 
-0.6000000000 	 0.0043519875 	 0.0292082274 	 1.0757068551 
