#time 	S+S- 	 norm 
# 2019_08_19_15_12_25 
0.000000 	 1.000000e+00 	 0.000000e+00 
0.5000000000 	 0.9599303577 	          1 
1.0000000000 	 0.9203312489 	          1 
1.5000000000 	 0.8813029306 	          1 
2.0000000000 	 0.8429379410 	          1 
2.5000000000 	 0.8053212543 	          1 
3.0000000000 	 0.7685304453 	          1 
3.5000000000 	 0.7326358804 	          1 
4.0000000000 	 0.6977009032 	          1 
4.5000000000 	 0.6637820519 	          1 
5.0000000000 	 0.6309292651 	          1 
5.5000000000 	 0.5991861169 	          1 
6.0000000000 	 0.5685900411 	          1 
6.5000000000 	 0.5391725736 	          1 
7.0000000000 	 0.5109595958 	          1 
7.5000000000 	 0.4839715880 	          1 
8.0000000000 	 0.4582238600 	          1 
8.5000000000 	 0.4337268363 	          1 
9.0000000000 	 0.4104862649 	          1 
9.5000000000 	 0.3885035178 	          1 
10.0000000000 	 0.3677758320 	          1 
10.5000000000 	 0.3482966117 	          1 
11.0000000000 	 0.3300555979 	          1 
11.5000000000 	 0.3130390819 	          1 
12.0000000000 	 0.2972301973 	          1 
12.5000000000 	 0.2826091125 	          1 
13.0000000000 	 0.2691535357 	          1 
13.5000000000 	 0.2568385384 	          1 
14.0000000000 	 0.2456372011 	          1 
14.5000000000 	 0.2355203084 	          1 
15.0000000000 	 0.2264567951 	          1 
15.5000000000 	 0.2184144290 	          1 
16.0000000000 	 0.2113591283 	          1 
16.5000000000 	 0.2052558833 	          1 
17.0000000000 	 0.2000683564 	          1 
17.5000000000 	 0.1957599914 	          1 
18.0000000000 	 0.1922932205 	          1 
18.5000000000 	 0.1896296764 	          1 
19.0000000000 	 0.1877308899 	          1 
19.5000000000 	 0.1865581591 	          1 
20.0000000000 	 0.1860727237 	          1 
20.5000000000 	 0.1862358979 	          1 
21.0000000000 	 0.1870091027 	          1 
21.5000000000 	 0.1883540842 	          1 
22.0000000000 	 0.1902329710 	          1 
22.5000000000 	 0.1926084402 	          1 
23.0000000000 	 0.1954436302 	          1 
23.5000000000 	 0.1987026503 	          1 
24.0000000000 	 0.2023498146 	          1 
24.5000000000 	 0.2063508353 	          1 
25.0000000000 	 0.2119948216 	          1 
25.5000000000 	 0.2178157343 	          1 
26.0000000000 	 0.2237588310 	          1 
26.5000000000 	 0.2297754613 	          1 
27.0000000000 	 0.2358226748 	          1 
27.5000000000 	 0.2418626832 	          1 
28.0000000000 	 0.2478619269 	          1 
28.5000000000 	 0.2537921625 	          1 
29.0000000000 	 0.2596287328 	          1 
29.5000000000 	 0.2653509216 	          1 
30.0000000000 	 0.2709414184 	          1 
30.5000000000 	 0.2763866689 	          1 
31.0000000000 	 0.2816751583 	          1 
31.5000000000 	 0.2867973896 	          1 
32.0000000000 	 0.2917469631 	          1 
32.5000000000 	 0.2965186020 	          1 
33.0000000000 	 0.3011104223 	          1 
33.5000000000 	 0.3055207554 	          1 
34.0000000000 	 0.3097491215 	          1 
34.5000000000 	 0.3137969923 	          1 
35.0000000000 	 0.3176661163 	          1 
35.5000000000 	 0.3213585071 	          1 
36.0000000000 	 0.3248776968 	          1 
36.5000000000 	 0.3282272706 	          1 
37.0000000000 	 0.3314129772 	          1 
37.5000000000 	 0.3344388910 	          1 
38.0000000000 	 0.3373102306 	          1 
38.5000000000 	 0.3400318810 	          1 
39.0000000000 	 0.3426095376 	          1 
39.5000000000 	 0.3450503556 	          1 
40.0000000000 	 0.3473568718 	          1 
40.5000000000 	 0.3495383904 	          1 
41.0000000000 	 0.3516002322 	          1 
41.5000000000 	 0.3535480655 	          1 
42.0000000000 	 0.3553872364 	          1 
42.5000000000 	 0.3571233360 	          1 
43.0000000000 	 0.3587596442 	          1 
43.5000000000 	 0.3603031875 	          1 
44.0000000000 	 0.3617591590 	          1 
44.5000000000 	 0.3631331108 	          1 
45.0000000000 	 0.3644301829 	          1 
45.5000000000 	 0.3656544774 	          1 
46.0000000000 	 0.3668119671 	          1 
46.5000000000 	 0.3679096798 	          1 
47.0000000000 	 0.3689518011 	          1 
47.5000000000 	 0.3699439404 	          1 
48.0000000000 	 0.3708903483 	          1 
48.5000000000 	 0.3717951815 	          1 
49.0000000000 	 0.3726602537 	          1 
49.5000000000 	 0.3735311098 	          1 
50.0000000000 	 0.3744489934 	          1 
50.5000000000 	 0.3754097034 	          1 
51.0000000000 	 0.3764043568 	          1 
51.5000000000 	 0.3774272106 	          1 
52.0000000000 	 0.3784719290 	          1 
52.5000000000 	 0.3795323803 	          1 
53.0000000000 	 0.3806062183 	          1 
53.5000000000 	 0.3816865643 	          1 
54.0000000000 	 0.3827647028 	          1 
54.5000000000 	 0.3838381701 	          1 
55.0000000000 	 0.3849019826 	          1 
55.5000000000 	 0.3859512754 	          1 
56.0000000000 	 0.3869809305 	          1 
56.5000000000 	 0.3879856760 	          1 
57.0000000000 	 0.3889593203 	          1 
57.5000000000 	 0.3898974000 	          1 
58.0000000000 	 0.3907946799 	          1 
58.5000000000 	 0.3916512443 	          1 
59.0000000000 	 0.3924678058 	          1 
59.5000000000 	 0.3932367435 	          1 
60.0000000000 	 0.3939551095 	          1 
60.5000000000 	 0.3946159648 	          1 
61.0000000000 	 0.3952195332 	          1 
61.5000000000 	 0.3957666960 	          1 
62.0000000000 	 0.3962570606 	          1 
62.5000000000 	 0.3966920614 	          1 
63.0000000000 	 0.3970684667 	          1 
63.5000000000 	 0.3973849908 	          1 
64.0000000000 	 0.3976397749 	          1 
64.5000000000 	 0.3978318134 	          1 
65.0000000000 	 0.3979593492 	          1 
65.5000000000 	 0.3980348260 	          1 
66.0000000000 	 0.3980679408 	          1 
66.5000000000 	 0.3980376044 	          1 
67.0000000000 	 0.3979451129 	          1 
67.5000000000 	 0.3977952886 	          1 
68.0000000000 	 0.3975894199 	          1 
68.5000000000 	 0.3973292258 	          1 
69.0000000000 	 0.3970164131 	          1 
69.5000000000 	 0.3966522786 	          1 
70.0000000000 	 0.3962383783 	          1 
70.5000000000 	 0.3957760411 	          1 
71.0000000000 	 0.3952675572 	          1 
71.5000000000 	 0.3947121807 	          1 
72.0000000000 	 0.3941124185 	          1 
72.5000000000 	 0.3934716201 	          1 
73.0000000000 	 0.3927914253 	          1 
73.5000000000 	 0.3920761845 	          1 
74.0000000000 	 0.3913292230 	          1 
74.5000000000 	 0.3905560308 	          1 
75.0000000000 	 0.3897612509 	          1 
75.5000000000 	 0.3889364732 	          1 
76.0000000000 	 0.3880886559 	          1 
76.5000000000 	 0.3872234781 	          1 
77.0000000000 	 0.3863462138 	          1 
77.5000000000 	 0.3854597330 	          1 
78.0000000000 	 0.3845656082 	          1 
78.5000000000 	 0.3836645978 	          1 
79.0000000000 	 0.3827617219 	          1 
79.5000000000 	 0.3818541070 	          1 
80.0000000000 	 0.3809464502 	          1 
80.5000000000 	 0.3800427231 	          1 
81.0000000000 	 0.3791451898 	          1 
81.5000000000 	 0.3782562504 	          1 
82.0000000000 	 0.3773783434 	          1 
82.5000000000 	 0.3765118572 	          1 
83.0000000000 	 0.3756618487 	          1 
83.5000000000 	 0.3748216984 	          1 
84.0000000000 	 0.3739953179 	          1 
84.5000000000 	 0.3731846063 	          1 
85.0000000000 	 0.3723926256 	          1 
85.5000000000 	 0.3716191538 	          1 
86.0000000000 	 0.3708673662 	          1 
86.5000000000 	 0.3701302268 	          1 
87.0000000000 	 0.3694102365 	          1 
87.5000000000 	 0.3687125200 	          1 
88.0000000000 	 0.3680389587 	          1 
88.5000000000 	 0.3673836485 	          1 
89.0000000000 	 0.3667458452 	          1 
89.5000000000 	 0.3661257320 	          1 
90.0000000000 	 0.3655263760 	          1 
90.5000000000 	 0.3649543647 	          1 
91.0000000000 	 0.3644128124 	          1 
91.5000000000 	 0.3638843801 	          1 
92.0000000000 	 0.3633718354 	          1 
92.5000000000 	 0.3628864837 	          1 
93.0000000000 	 0.3624214743 	          1 
93.5000000000 	 0.3619762745 	          1 
94.0000000000 	 0.3615532581 	          1 
94.5000000000 	 0.3611467581 	          1 
95.0000000000 	 0.3607576396 	          1 
95.5000000000 	 0.3603858983 	          1 
96.0000000000 	 0.3600354160 	          1 
96.5000000000 	 0.3597078667 	          1 
97.0000000000 	 0.3593949368 	          1 
97.5000000000 	 0.3590968109 	          1 
98.0000000000 	 0.3588172692 	          1 
98.5000000000 	 0.3585572340 	          1 
99.0000000000 	 0.3583144022 	          1 
99.5000000000 	 0.3580867535 	          1 
100.0000000000 	 0.3578722349 	          1 
100.5000000000 	 0.3576724204 	          1 
101.0000000000 	 0.3574936990 	          1 
101.5000000000 	 0.3573345830 	          1 
102.0000000000 	 0.3571856659 	          1 
102.5000000000 	 0.3570498314 	          1 
103.0000000000 	 0.3569317975 	          1 
103.5000000000 	 0.3568284218 	          1 
104.0000000000 	 0.3567383588 	          1 
104.5000000000 	 0.3566599789 	          1 
105.0000000000 	 0.3565954507 	          1 
105.5000000000 	 0.3565368386 	          1 
106.0000000000 	 0.3564892040 	          1 
106.5000000000 	 0.3564529228 	          1 
107.0000000000 	 0.3564322369 	          1 
107.5000000000 	 0.3564261290 	          1 
108.0000000000 	 0.3564284164 	          1 
108.5000000000 	 0.3564367203 	          1 
109.0000000000 	 0.3564519985 	          1 
109.5000000000 	 0.3564767240 	          1 
110.0000000000 	 0.3565181287 	          1 
110.5000000000 	 0.3565817610 	          1 
111.0000000000 	 0.3566457169 	          1 
111.5000000000 	 0.3567133414 	          1 
112.0000000000 	 0.3567876108 	          1 
112.5000000000 	 0.3568677541 	          1 
113.0000000000 	 0.3569596913 	          1 
113.5000000000 	 0.3570626513 	          1 
114.0000000000 	 0.3571726207 	          1 
114.5000000000 	 0.3572870644 	          1 
115.0000000000 	 0.3574060803 	          1 
115.5000000000 	 0.3575285796 	          1 
116.0000000000 	 0.3576556280 	          1 
116.5000000000 	 0.3577887127 	          1 
117.0000000000 	 0.3579312620 	          1 
117.5000000000 	 0.3580823746 	          1 
118.0000000000 	 0.3582412173 	          1 
118.5000000000 	 0.3584051196 	          1 
119.0000000000 	 0.3585677855 	          1 
119.5000000000 	 0.3587306544 	          1 
120.0000000000 	 0.3588960245 	          1 
120.5000000000 	 0.3590670618 	          1 
121.0000000000 	 0.3592449008 	          1 
121.5000000000 	 0.3594281188 	          1 
122.0000000000 	 0.3596114161 	          1 
122.5000000000 	 0.3597948705 	          1 
123.0000000000 	 0.3599780827 	          1 
123.5000000000 	 0.3601622630 	          1 
124.0000000000 	 0.3603454039 	          1 
124.5000000000 	 0.3605262237 	          1 
125.0000000000 	 0.3607069008 	          1 
125.5000000000 	 0.3608929857 	          1 
126.0000000000 	 0.3610825090 	          1 
