## Date: 27.8.2019 -- Time: 16:14:33  
## Gamma_l=0.5000000000 - Gamma_m=0.0000000000 - Gamma_r=0.5000000000 
## phi_l=2.3561944902 - phi_m=0.0000000000 - phi_r=3.1415926536 
## init_000=0.00 - init_001=0.00 - init_010=0.00 - init_011=1.00 
## dt=0.500000 - t_end=600 - fb=10 - cutoff=0.000001000000 -- Nbin=2 
0.0000000000 	0.0000000000 	0.0000000000 	0.0000000000 	1.0000000000 	1.0000000000 	
0.5000000000 	0.0528304930 	0.1770183650 	0.1770183650 	0.5931327968 	1.0000000198 	
1.0000000000 	0.1655409253 	0.2413262959 	0.2413262959 	0.3518065146 	1.0000000316 	
1.5000000000 	0.2950641786 	0.2481339390 	0.2481339390 	0.2086679819 	1.0000000386 	
2.0000000000 	0.4201548106 	0.2280387042 	0.2280387042 	0.1237678237 	1.0000000427 	
2.5000000000 	0.5315223922 	0.1975334488 	0.1975334488 	0.0734107554 	1.0000000452 	
3.0000000000 	0.6262063895 	0.1651256652 	0.1651256652 	0.0435423267 	1.0000000466 	
3.5000000000 	0.7044146397 	0.1348795129 	0.1348795129 	0.0258263820 	1.0000000475 	
4.0000000000 	0.7677828612 	0.1084493563 	0.1084493563 	0.0153184742 	1.0000000480 	
4.5000000000 	0.8184460628 	0.0862340480 	0.0862340480 	0.0090858894 	1.0000000483 	
5.0000000000 	0.8585676679 	0.0680216208 	0.0680216208 	0.0053891390 	1.0000000485 	
5.5000000000 	0.8649369828 	0.0653180610 	0.0653180605 	0.0044269442 	1.0000000486 	
6.0000000000 	0.8432054666 	0.0753688598 	0.0753688592 	0.0060568630 	1.0000000486 	
6.5000000000 	0.8133257037 	0.0886176053 	0.0886176047 	0.0094391351 	1.0000000488 	
7.0000000000 	0.7858673504 	0.1003095886 	0.1003098181 	0.0135105629 	0.9999973199 	
7.5000000000 	0.7654209055 	0.1087086528 	0.1087084078 	0.0171557790 	0.9999937452 	
8.0000000000 	0.7532729632 	0.1135491781 	0.1135471263 	0.0196199697 	0.9999892374 	
8.5000000000 	0.7490683758 	0.1151448459 	0.1151423417 	0.0206268746 	0.9999824380 	
9.0000000000 	0.7517291180 	0.1139866451 	0.1139837886 	0.0202789478 	0.9999784995 	
9.5000000000 	0.7599175872 	0.1105856645 	0.1105833653 	0.0188895081 	0.9999761250 	
10.0000000000 	0.7722707727 	0.1054315401 	0.1054294942 	0.0168366770 	0.9999684840 	
10.5000000000 	0.7865362432 	0.0995772140 	0.0995795492 	0.0142628479 	0.9999558542 	
11.0000000000 	0.8011298273 	0.0936452963 	0.0936465417 	0.0115219274 	0.9999435928 	
11.5000000000 	0.8153375512 	0.0877214984 	0.0877043500 	0.0091554599 	0.9999188595 	
12.0000000000 	0.8278559324 	0.0823621741 	0.0823429893 	0.0073441812 	0.9999052771 	
12.5000000000 	0.8376441082 	0.0780760281 	0.0780491191 	0.0061110227 	0.9998802781 	
13.0000000000 	0.8443712930 	0.0750709718 	0.0750360861 	0.0053919578 	0.9998703087 	
13.5000000000 	0.8482381569 	0.0732654111 	0.0732436753 	0.0050894919 	0.9998367352 	
14.0000000000 	0.8498402722 	0.0724449397 	0.0724313565 	0.0051100441 	0.9998266125 	
14.5000000000 	0.8499003275 	0.0722852525 	0.0722538829 	0.0053655841 	0.9998050469 	
15.0000000000 	0.8492083066 	0.0724333777 	0.0724077891 	0.0057367486 	0.9997862221 	
15.5000000000 	0.8482275256 	0.0727539901 	0.0727168935 	0.0060704351 	0.9997688443 	
16.0000000000 	0.8471933248 	0.0731669781 	0.0731159232 	0.0062661873 	0.9997424134 	
16.5000000000 	0.8464727510 	0.0735196081 	0.0734834092 	0.0062583096 	0.9997340778 	
17.0000000000 	0.8463868524 	0.0736674790 	0.0736330535 	0.0060317048 	0.9997190897 	
17.5000000000 	0.8471913555 	0.0734499702 	0.0734249729 	0.0056385372 	0.9997048359 	
18.0000000000 	0.8489149203 	0.0728331240 	0.0728061875 	0.0051354096 	0.9996896414 	
18.5000000000 	0.8514509591 	0.0718294031 	0.0718087110 	0.0045863685 	0.9996754417 	
19.0000000000 	0.8545325417 	0.0705391668 	0.0705220197 	0.0040598375 	0.9996535657 	
19.5000000000 	0.8579164123 	0.0690650318 	0.0690456459 	0.0035958098 	0.9996228999 	
20.0000000000 	0.8612817179 	0.0675432709 	0.0675370300 	0.0032217770 	0.9995837959 	
20.5000000000 	0.8644937213 	0.0660574158 	0.0660605120 	0.0029526932 	0.9995643424 	
21.0000000000 	0.8672960351 	0.0647297068 	0.0647451954 	0.0027739334 	0.9995448706 	
21.5000000000 	0.8695300193 	0.0636480526 	0.0636728558 	0.0026663285 	0.9995172563 	
22.0000000000 	0.8711283139 	0.0628638919 	0.0628951288 	0.0026016280 	0.9994889626 	
22.5000000000 	0.8721214839 	0.0623743326 	0.0624008903 	0.0025570704 	0.9994537772 	
23.0000000000 	0.8726129779 	0.0621364774 	0.0621606661 	0.0025192054 	0.9994293268 	
23.5000000000 	0.8727764818 	0.0620753923 	0.0620987210 	0.0024633490 	0.9994139442 	
24.0000000000 	0.8727805664 	0.0621050919 	0.0621229976 	0.0023801592 	0.9993888151 	
24.5000000000 	0.8728003012 	0.0621382864 	0.0621528182 	0.0022802442 	0.9993716499 	
25.0000000000 	0.8729429045 	0.0621155853 	0.0621353893 	0.0021547849 	0.9993486640 	
25.5000000000 	0.8733203787 	0.0619919960 	0.0620015339 	0.0020160990 	0.9993300075 	
26.0000000000 	0.8739714648 	0.0617231614 	0.0617387631 	0.0018752276 	0.9993086170 	
26.5000000000 	0.8748765738 	0.0613320158 	0.0613533116 	0.0017328248 	0.9992947260 	
27.0000000000 	0.8759765333 	0.0608338097 	0.0608595359 	0.0016016971 	0.9992715760 	
27.5000000000 	0.8771965454 	0.0602803028 	0.0602950312 	0.0014822751 	0.9992541544 	
28.0000000000 	0.8784116368 	0.0597040590 	0.0597224100 	0.0013797443 	0.9992178501 	
28.5000000000 	0.8795743078 	0.0591634705 	0.0591736065 	0.0012911364 	0.9992025212 	
29.0000000000 	0.8805933576 	0.0586850886 	0.0586886114 	0.0012188217 	0.9991858793 	
29.5000000000 	0.8814451763 	0.0582854803 	0.0582813191 	0.0011565039 	0.9991684795 	
30.0000000000 	0.8821174759 	0.0579650190 	0.0579621840 	0.0011034206 	0.9991480995 	
30.5000000000 	0.8826127328 	0.0577302097 	0.0577339743 	0.0010551057 	0.9991320225 	
31.0000000000 	0.8829667865 	0.0575659022 	0.0575694827 	0.0010086196 	0.9991107910 	
31.5000000000 	0.8832259698 	0.0574462078 	0.0574526005 	0.0009626057 	0.9990873838 	
32.0000000000 	0.8834619599 	0.0573467954 	0.0573485867 	0.0009136867 	0.9990710288 	
32.5000000000 	0.8836962135 	0.0572500017 	0.0572395570 	0.0008612319 	0.9990470041 	
33.0000000000 	0.8839717242 	0.0571328652 	0.0571124096 	0.0008067106 	0.9990237097 	
33.5000000000 	0.8843061479 	0.0569845599 	0.0569577552 	0.0007532057 	0.9990016686 	
34.0000000000 	0.8847035346 	0.0568058776 	0.0567705482 	0.0006992468 	0.9989792072 	
34.5000000000 	0.8851546866 	0.0565974493 	0.0565572431 	0.0006481268 	0.9989575057 	
35.0000000000 	0.8856457651 	0.0563660373 	0.0563245414 	0.0006008384 	0.9989371822 	
35.5000000000 	0.8861545568 	0.0561228864 	0.0560823158 	0.0005580199 	0.9989177789 	
36.0000000000 	0.8866557385 	0.0558792552 	0.0558421764 	0.0005197908 	0.9988969608 	
36.5000000000 	0.8871287922 	0.0556459773 	0.0556139148 	0.0004862842 	0.9988749685 	
37.0000000000 	0.8875795026 	0.0554125848 	0.0554014453 	0.0004572157 	0.9988507484 	
37.5000000000 	0.8879740831 	0.0552190444 	0.0552067733 	0.0004286326 	0.9988285334 	
38.0000000000 	0.8882898197 	0.0550751246 	0.0550410438 	0.0004042935 	0.9988102817 	
38.5000000000 	0.8885935600 	0.0549202902 	0.0548983813 	0.0003826487 	0.9987948801 	
39.0000000000 	0.8888603034 	0.0547824217 	0.0547724802 	0.0003644266 	0.9987796320 	
39.5000000000 	0.8891027450 	0.0546581736 	0.0546570840 	0.0003461491 	0.9987641517 	
40.0000000000 	0.8893239818 	0.0545411528 	0.0545469046 	0.0003285793 	0.9987406186 	
40.5000000000 	0.8895507794 	0.0544225568 	0.0544372852 	0.0003116326 	0.9987222541 	
41.0000000000 	0.8897325261 	0.0543195694 	0.0543603884 	0.0002953205 	0.9987078044 	
41.5000000000 	0.8899649480 	0.0542105345 	0.0542435688 	0.0002786945 	0.9986977458 	
42.0000000000 	0.8902439354 	0.0540729376 	0.0541099729 	0.0002622769 	0.9986891228 	
42.5000000000 	0.8905697229 	0.0538985192 	0.0539644770 	0.0002461815 	0.9986789006 	
43.0000000000 	0.8908958498 	0.0537294204 	0.0538093637 	0.0002305608 	0.9986651948 	
43.5000000000 	0.8911718632 	0.0535727220 	0.0536853474 	0.0002135733 	0.9986435059 	
44.0000000000 	0.8914377611 	0.0534662400 	0.0535235961 	0.0001991555 	0.9986267527 	
44.5000000000 	0.8916741211 	0.0533369554 	0.0533951399 	0.0001864039 	0.9985926203 	
45.0000000000 	0.8918873684 	0.0532345491 	0.0532723545 	0.0001752614 	0.9985695334 	
45.5000000000 	0.8921314187 	0.0531014522 	0.0531537483 	0.0001640650 	0.9985506842 	
46.0000000000 	0.8923160021 	0.0529806199 	0.0530825150 	0.0001520059 	0.9985311429 	
46.5000000000 	0.8925542894 	0.0528722848 	0.0529464464 	0.0001407465 	0.9985137670 	
47.0000000000 	0.8927208204 	0.0528169455 	0.0528331702 	0.0001324738 	0.9985034099 	
47.5000000000 	0.8929220389 	0.0527197683 	0.0527115849 	0.0001258814 	0.9984792734 	
48.0000000000 	0.8931278763 	0.0526179252 	0.0525978144 	0.0001198425 	0.9984634584 	
48.5000000000 	0.8933458685 	0.0525007208 	0.0524888252 	0.0001126667 	0.9984480812 	
49.0000000000 	0.8935326582 	0.0524085244 	0.0523850686 	0.0001057205 	0.9984319716 	
49.5000000000 	0.8937258224 	0.0523195295 	0.0522723344 	0.0000984000 	0.9984160862 	
50.0000000000 	0.8939538947 	0.0521897103 	0.0521652223 	0.0000910371 	0.9983998644 	
50.5000000000 	0.8941810354 	0.0520326835 	0.0520861412 	0.0000829476 	0.9983828077 	
51.0000000000 	0.8942986276 	0.0519400237 	0.0520484911 	0.0000749719 	0.9983621143 	
51.5000000000 	0.8945138948 	0.0518504251 	0.0519112197 	0.0000672787 	0.9983428182 	
